option_symbol,date,tape_time,volume,open_interest,premium,ask_side_volume,bid_side_volume,floor_volume,high,low,open,close,iv,bid,ask,trades,avg_price,mid_volume,sweep_volume,cross_volume,total_bid_changes,total_ask_changes,stock_multi_leg_volume,neutral_volume,multileg_volume,next_earnings_date,er_time,ticker_option_vol,close,sector,chain_prev_close,issue_type
SPY251226C00691000,2025-12-26,2025-12-26 21:12:54+00,904410,26512,32960697.00,401077,496483,0,1.15,0.01,0.84,0.01,0.00803473148227005,0.00,0.01,81469,0.3644441901350051414734467806,6850,32362,0,5819,5936,12,0,42806,,,7704392,690.31,,0.60,ETF
SPY251226P00690000,2025-12-26,2025-12-26 21:14:58+00,748532,19889,35390993.00,361631,369356,200,1.05,0.01,0.64,0.01,0.001406166641598704,0.01,0.02,83065,0.4728053443272966286010484593,17545,42853,0,11613,11838,1,0,26827,,,7704392,690.31,,0.88,ETF
SPY251226C00690000,2025-12-26,2025-12-26 21:14:52+00,703996,34200,43007806.00,341971,335041,489,1.92,0.02,1.27,0.09,0.002073019881915368,0.08,0.11,71980,0.6109098063057176461229893439,26984,35711,0,25207,25212,267,0,22163,,,7704392,690.31,,1.09,ETF
SPY251226C00692000,2025-12-26,2025-12-26 21:13:04+00,624047,38688,14387918.00,259833,360521,200,0.58,0.01,0.34,0.01,0.01484334276621595,0.00,0.01,56121,0.2305582432092454574735556895,3693,28468,0,1190,1300,5,0,22896,,,7704392,690.31,,0.32,ETF
NVDA251226C00192500,2025-12-26,2025-12-26 20:59:44+00,588645,37259,18355374.00,293053,272694,550,0.80,0.01,0.20,0.01,0.3486093319747756,0.00,0.01,53845,0.3118241724638789083403409518,22898,23203,0,10690,10254,126,0,15749,2026-02-25,unknown,3255539,190.53,Technology,0.13,Common Stock
SPY251226P00689000,2025-12-26,2025-12-26 21:14:16+00,491108,15679,13553310.00,222027,265761,0,0.64,0.01,0.41,0.01,0.0091958849786105,0.00,0.01,54122,0.2759741238179789374231330001,3320,19584,0,2679,2614,3,0,14615,,,7704392,690.31,,0.54,ETF
QQQ251226C00625000,2025-12-26,2025-12-26 21:13:32+00,357448,18166,15226094.00,163128,182521,0,1.20,0.01,0.88,0.01,0.01023341558555677,0.00,0.01,41829,0.4259666860634274076229269728,11799,11192,0,10661,10826,57,0,18735,,,3607464,623.89,,0.68,ETF
QQQ251226P00624000,2025-12-26,2025-12-26 21:14:56+00,314367,5016,17126135.00,146242,153266,0,1.45,0.07,0.80,0.07,0.004094475942918739,0.07,0.15,38088,0.5447815769466896970738022712,14859,12050,0,25424,25805,2,0,10478,,,3607464,623.89,,1.29,ETF
QQQ251226C00624000,2025-12-26,2025-12-26 21:14:56+00,309741,11012,21298711.00,140209,148543,0,1.91,0.01,1.50,0.01,0.001487013354627886,0.01,0.02,38506,0.6876296970694870875989939899,20989,10841,0,36500,34731,17,0,8925,,,3607464,623.89,,1.11,ETF
SPY251226P00691000,2025-12-26,2025-12-26 21:14:32+00,304448,6726,30312287.00,132919,145279,0,1.79,0.51,1.09,0.92,0.00752130888432516,0.77,1.07,40193,0.9956474340445659028799663610,26250,16136,0,40614,39130,4,0,9466,,,7704392,690.31,,1.37,ETF
TSLA251226C00480000,2025-12-26,2025-12-26 20:59:32+00,297559,11426,31312280.00,122049,146786,190,9.50,0.01,7.50,0.01,0.2449892266080915,0.00,0.01,46848,1.0523049210408692057709563494,28724,9133,0,55457,57757,8,0,9389,2026-02-04,unknown,3134026,475.19,Consumer Cyclical,7.19,Common Stock
SPY251226C00693000,2025-12-26,2025-12-26 21:14:32+00,267892,28119,2697618.00,111499,155486,0,0.25,0.01,0.16,0.01,0.02029468327335666,0.00,0.01,18494,0.1006979678377853761963776452,907,5654,0,223,218,0,0,21917,,,7704392,690.31,,0.16,ETF
NVDA251226C00190000,2025-12-26,2025-12-26 20:59:58+00,265232,65175,42313871.00,122746,111137,655,2.72,0.50,0.85,0.54,0.2759417620303022,0.51,0.56,37847,1.5953531625143270796887253454,31349,7219,0,72784,100397,36,0,31423,2026-02-25,unknown,3255539,190.53,Technology,0.57,Common Stock
