option_symbol,date,tape_time,volume,open_interest,premium,ask_side_volume,bid_side_volume,floor_volume,high,low,open,close,iv,bid,ask,trades,avg_price,mid_volume,sweep_volume,cross_volume,total_bid_changes,total_ask_changes,stock_multi_leg_volume,neutral_volume,multileg_volume,next_earnings_date,er_time,ticker_option_vol,close,sector,chain_prev_close,issue_type
EEM260116C00048000,2025-12-15,2025-12-15 20:59:12+00,1464220,191160,896166780.00000000,1286090,178130,1464220,6.45000000,5.55000000,6.05000000,6.32,0.3086733028784543,4.85,6.40,41,6.1204380489270738003851880180,0,0,0,88,170,0,0,404220,,,7743886,54.08,,6.15,ETF
EEM260116C00045000,2025-12-15,2025-12-15 20:59:12+00,875754,132932,815479169.00000000,616980,258773,875680,9.71,8.70,8.80,9.30,0.4202675701647626,8.85,9.30,42,9.311737873877824137828659647,1,0,0,299,157,0,0,162482,,,7743886,54.08,,9.00,ETF
SPY251215P00680000,2025-12-15,2025-12-15 21:14:58+00,691128,9971,45529270.00,322904,343618,0,2.04,0.01,0.24,0.01,0.00815607067488855,0.00,0.01,84154,0.6587675510180458612586959351,24606,55391,0,45978,46437,0,0,17280,,,10313086,680.73,,1.20,ETF
SPY251215C00682000,2025-12-15,2025-12-15 21:14:52+00,676622,8298,41946030.00,313042,343694,0,4.19,0.01,4.19,0.01,0.00866721167441905,0.01,0.02,73539,0.6199329906506143755302074137,19886,38265,0,47439,49403,270,0,11226,,,10313086,680.73,,2.05,ETF
EEM251219C00052000,2025-12-15,2025-12-15 20:59:50+00,655068,98545,138295345.00,168399,486669,655000,2.80,2.06,2.80,2.20,0.3078820913618184,2.06,2.20,76,2.1111601391000628942338810626,0,0,0,76,142,0,0,125013,,,7743886,54.08,,2.34,ETF
EEM251219C00053000,2025-12-15,2025-12-15 20:59:50+00,567771,70065,68213994.00000000,458441,109330,567770,1.64,0.39000000,1.64,0.39000000,0.3124024824739954,0.39,1.39,37,1.2014349799479015307227737945,0,0,0,74,77,0,0,186171,,,7743886,54.08,,1.35,ETF
SPY251215C00681000,2025-12-15,2025-12-15 21:14:58+00,543800,6490,48252557.00,248340,269634,0,5.01,0.02,4.99,0.05,0.00233146188970534,0.05,0.06,68943,0.8873217543214417065097462386,25826,32738,0,92527,94447,5,0,10877,,,10313086,680.73,,2.67,ETF
SPY251215P00681000,2025-12-15,2025-12-15 21:14:56+00,542994,6076,48603026.00,254994,256962,0,2.62,0.05,0.38,0.06,0.001533320437391403,0.06,0.08,74702,0.8950932422826034910146336808,31038,42927,0,111999,111391,3,0,14317,,,10313086,680.73,,1.55,ETF
SPY251215C00683000,2025-12-15,2025-12-15 21:14:48+00,517290,11743,27376834.00,241012,265064,0,3.33,0.01,3.27,0.01,0.0151228860380768,0.00,0.01,60082,0.5292357091766707262850625322,11214,32295,0,26411,25944,6,0,15045,,,10313086,680.73,,1.52,ETF
EWZ260116C00030000,2025-12-15,2025-12-15 20:42:22+00,512285,82001,187985846.00,464115,48052,512000,3.85,3.55,3.75,3.68,0.1817087007390992,3.60,3.70,39,3.6695559307807177645256058641,118,0,0,86,96,0,0,89,,,3237915,33.58,,3.31,ETF
EEM251219C00047000,2025-12-15,2025-12-15 20:59:50+00,440038,48212,341066684.00,318252,121750,439990,8.60,6.95,7.62,7.33,1.002010917896444,6.20,8.60,26,7.7508461541957740013362482331,36,0,0,41,48,0,0,175038,,,7743886,54.08,,6.75,ETF
EEM251219C00050000,2025-12-15,2025-12-15 20:56:16+00,409452,61305,170957156.00,348070,61373,409370,4.27,4.00,4.27,4.00,0.502731323681872,4.00,4.20,44,4.1752673329230288287760225863,9,0,0,102,71,0,0,91379,,,7743886,54.08,,4.28,ETF
QQQ251215C00612000,2025-12-15,2025-12-15 21:14:40+00,404766,1588,35881129.00,199144,177479,0,6.61,0.01,6.30,0.01,0.01041078437436684,0.01,0.02,42347,0.8864659828147621094657159969,28143,21477,0,138844,145650,1,0,6616,,,6165766,610.54,,3.85,ETF
SPY251215C00685000,2025-12-15,2025-12-15 21:13:22+00,371408,19021,11675807.00,162102,205723,0,1.79,0.01,1.78,0.01,0.02838141240278812,0.00,0.01,38520,0.3143660610433808641709387006,3583,17959,0,6109,5611,4,0,12012,,,10313086,680.73,,0.71,ETF
FXI251219C00037000,2025-12-15,2025-12-15 20:57:04+00,370243,48758,67240615.00,249603,120640,370240,2.05,1.60,2.05,1.87,0.3982484150331465,1.58,1.97,23,1.8161211690700431878523024069,0,0,0,10,45,0,0,48643,,,2495987,38.74,,2.42,ETF
SPY251215C00684000,2025-12-15,2025-12-15 21:12:40+00,351473,8214,14959711.00,156387,188230,0,2.50,0.01,2.49,0.01,0.02357443493185851,0.00,0.01,39754,0.4256290241355666011329461987,6856,21110,0,13389,12911,1,0,13005,,,10313086,680.73,,1.06,ETF
EEM260116C00050000,2025-12-15,2025-12-15 20:59:50+00,335839,33066,142257454.00,208852,126975,335770,4.40,4.00,4.28,4.00,0.2502530902734685,4.00,4.40,53,4.2358824913128016698477544299,12,0,0,52,93,0,0,144980,,,7743886,54.08,,4.23,ETF
EEM251219C00044000,2025-12-15,2025-12-15 20:57:26+00,333107,44493,344540712.00,288106,45001,333100,10.45,9.90,10.31,10.35,1.352298521834944,10.00,10.35,23,10.343244422963192007373006271,0,0,0,109,57,0,0,68100,,,7743886,54.08,,10.58,ETF
EFA251219C00095000,2025-12-15,2025-12-15 21:10:38+00,326031,40501,71829113.00,296015,30016,325950,2.50,1.85,2.20,2.32,0.2354460605758601,0.70,2.34,37,2.2031375237324058141710450847,0,0,0,306,8989,0,0,69959,,,2017742,97.09,,1.52,ETF
SPY251215P00682000,2025-12-15,2025-12-15 21:14:56+00,323061,6863,42741196.00,145557,157252,40,3.32,0.42,0.45,1.00,0.02022505620404393,0.83,1.22,50246,1.3230069862967055757271846519,20252,28367,0,200985,194490,1,0,9195,,,10313086,680.73,,1.92,ETF
SPY251215P00679000,2025-12-15,2025-12-15 21:14:50+00,322872,5272,16697344.00,157847,156376,0,1.56,0.01,0.19,0.01,0.01462341287933538,0.00,0.01,45440,0.5171505736019227433781808268,8649,21744,0,22154,22891,5,0,15198,,,10313086,680.73,,0.96,ETF
IWM251219C00220000,2025-12-15,2025-12-15 20:57:34+00,314302,50194,1014962236.00,96800,184502,314300,35.17,31.95,35.17,31.95,0.601132686964127,31.86,32.04,23,32.292579620874191064644832041,33000,0,0,14135,13189,0,0,52502,,,3849685,251.93,,33.67,ETF
IWM251219C00230000,2025-12-15,2025-12-15 20:57:34+00,309362,44626,689127380.00000000,132729,170067,307710,25.45,21.94,25.45,21.94,0.4186499608285677,21.86,22.03,85,22.275760435994078135000420219,6566,0,0,10802,10243,0,0,71333,,,3849685,251.93,,23.80,ETF
EEM251219C00052500,2025-12-15,2025-12-15 20:59:50+00,308801,30583,50151500.00,66171,242630,308800,2.20,1.51,1.65,1.75,0.2924415002337656,1.51,1.75,39,1.6240718132389467650687659691,0,0,0,83,145,0,0,115000,,,7743886,54.08,,1.65,ETF
QQQ251215C00613000,2025-12-15,2025-12-15 21:14:58+00,300967,3308,26083304.00,136479,144136,0,5.77,0.01,5.77,0.01,0.01750954348872791,0.01,0.02,39928,0.8666499649463230188027258880,20352,13923,0,98681,108136,3,0,9974,,,6165766,610.54,,3.23,ETF
EEM251219C00049000,2025-12-15,2025-12-15 21:00:04+00,300672,27762,158797646.00,91060,209612,300650,5.85,4.90,5.26,5.23,0.65861704021476,4.80,5.60,25,5.2814244758407833120476798638,0,0,0,144,67,0,0,141671,,,7743886,54.08,,5.89,ETF
QQQ251215P00612000,2025-12-15,2025-12-15 21:14:38+00,300213,3751,33593544.00,137529,137203,0,3.51,0.31,0.37,1.21,0.01722136708032497,1.11,1.29,41437,1.1189903168750187366969451674,25481,17517,0,152998,160542,2,0,12644,,,6165766,610.54,,2.09,ETF
IWM251219C00240000,2025-12-15,2025-12-15 20:59:56+00,298457,57064,367322856.00,115702,135242,297500,15.94,11.85,15.94,11.94,0.1887020729345821,11.87,12.05,231,12.307396241334597613726600484,47513,83,0,12714,11404,0,0,84,,,3849685,251.93,,13.91,ETF
SPY251215C00680000,2025-12-15,2025-12-15 21:14:56+00,295299,3529,42397644.00,135039,136688,0,5.91,0.61,5.91,0.99,0.00960536115316341,0.81,1.05,37809,1.4357530502981723608952282252,23570,13955,2,165240,175863,2,2,6160,,,10313086,680.73,,3.36,ETF
EFA251219C00090000,2025-12-15,2025-12-15 21:04:54+00,292936,31241,201426240.00,257854,35081,292924,7.47,6.10,7.15,7.47,0.636725391772175,5.85,7.80,29,6.8761176502717317093153453314,1,0,0,58,47,0,0,88125,,,2017742,97.09,,5.90,ETF
QQQ251215P00611000,2025-12-15,2025-12-15 21:14:54+00,286076,3773,22957697.00,134248,130271,75,2.87,0.14,0.26,0.25,0.00656017736507906,0.20,0.26,40740,0.8025034256631105021043359023,21557,12841,0,99569,102444,0,0,6201,,,6165766,610.54,,1.76,ETF
EWZ251219C00032000,2025-12-15,2025-12-15 20:39:38+00,270386,44760,44544544.00,46251,1412,268800,1.77,1.55,1.66,1.67,0.2539806836717067,1.64,1.70,69,1.6474426930388407683829784085,222723,0,0,1182,801,0,0,1253,,,3237915,33.58,,1.34,ETF
QQQ251215P00610000,2025-12-15,2025-12-15 21:14:58+00,269064,12412,16484983.00,128096,123337,0,2.31,0.01,0.25,0.01,0.00816322988325313,0.01,0.02,35833,0.6126788793744239288793744209,17631,13065,0,51779,52634,1,0,16853,,,6165766,610.54,,1.48,ETF
IWM251219C00200000,2025-12-15,2025-12-15 20:57:34+00,267723,60589,1400129989.00,112810,132813,267710,55.23,51.94,55.23,51.94,0.959061442412596,51.86,52.04,43,52.297710282642880888082084842,22100,0,0,12903,13322,0,0,29218,,,3849685,251.93,,53.52,ETF
IWM251219C00235000,2025-12-15,2025-12-15 20:57:34+00,261915,32708,452095213.00,75059,182350,261450,20.11,16.99,20.11,16.99,0.2958261591679796,16.87,17.07,152,17.261142469885268121337075006,4506,15,0,11758,11334,0,0,83156,,,3849685,251.93,,19.82,ETF
EEM251219C00051000,2025-12-15,2025-12-15 20:59:50+00,239334,25135,78350493.00,75233,102898,239320,3.85,2.78,3.45,2.78,0.656880452601697,2.78,3.50,44,3.2736883601995537616886861039,61203,0,0,86,86,0,0,100125,,,7743886,54.08,,3.41,ETF
QQQ251215C00614000,2025-12-15,2025-12-15 21:14:38+00,234960,6349,18781850.00,114187,108240,0,4.92,0.01,4.92,0.01,0.02430367400855082,0.00,0.01,33353,0.7993637214845080013619339448,12533,9776,0,68199,76155,12,0,9862,,,6165766,610.54,,2.66,ETF
EEM260116C00038000,2025-12-15,2025-12-15 20:59:50+00,233740,23998,369466520.00,68530,165210,233740,18.15,14.10,17.35,18.15,1.401107041797125,14.10,18.15,23,15.806730555317874561478565927,0,0,0,167,84,0,0,106540,,,7743886,54.08,,14.30,ETF
FXI251219C00036000,2025-12-15,2025-12-15 20:57:04+00,232792,31712,62457217.00,45002,187790,232790,3.07,2.57,3.07,2.71,1.026848842907718,2.58,3.35,38,2.6829623440668064194645864120,0,0,0,32,33,0,0,31791,,,2495987,38.74,,2.69,ETF
FXI260116C00030000,2025-12-15,2025-12-15 20:57:18+00,232480,30458,204947550.00,49480,183000,232480,9.21,8.70,9.20,8.70,0.80404468933018,8.45,9.35,21,8.815706727460426703372333103,0,0,0,31,74,0,0,49480,,,2495987,38.74,,8.60,ETF
EEM251219C00048000,2025-12-15,2025-12-15 20:42:32+00,232084,41820,135374317.00,36009,196074,232000,6.55,5.70,6.50,5.70,0.981980980887675,5.70,6.45,24,5.8329879267851295220695954914,1,0,0,100,33,0,0,19084,,,7743886,54.08,,6.08,ETF
EWZ251219C00031000,2025-12-15,2025-12-15 20:40:34+00,230431,27107,62759689.00,172801,57630,230400,2.82,2.43,2.58,2.62,0.727665102440339,2.39,2.84,23,2.7235783813809773858552017740,0,0,0,114,7,0,0,30,,,3237915,33.58,,2.30,ETF
SPY251215P00678000,2025-12-15,2025-12-15 21:14:54+00,225913,6236,8061389.00,108576,112167,0,1.16,0.01,0.13,0.01,0.0208855744754528,0.00,0.01,27764,0.3568359943872198589722592372,5170,16315,0,10381,11025,0,0,14199,,,10313086,680.73,,0.75,ETF
EWZ260116C00025000,2025-12-15,2025-12-15 20:37:46+00,218608,33377,189147919.00,197207,21401,218600,8.78,8.55,8.78,8.70,0.510821177576546,8.55,8.70,38,8.652378641220815340701163726,0,0,0,99,56,0,0,1007,,,3237915,33.58,,7.55,ETF
IWM251219C00225000,2025-12-15,2025-12-15 20:57:34+00,210369,33262,574443685.00,51003,121866,210360,28.20,26.95,27.90,26.95,0.513910085209503,26.86,27.04,28,27.306479804533937985159410370,37500,0,0,14273,12885,0,0,31869,,,3849685,251.93,,28.65,ETF
FXI251219C00035000,2025-12-15,2025-12-15 20:57:04+00,209311,24310,75943956.00,60001,149310,209300,3.93,3.45,3.93,3.50,0.887260505122571,3.50,4.00,29,3.6282830811567476147932980111,0,0,0,17,8,0,0,48510,,,2495987,38.74,,3.70,ETF
QQQ251215C00615000,2025-12-15,2025-12-15 21:11:16+00,204188,4946,14506960.00,92074,103487,0,4.09,0.01,4.07,0.01,0.03695446522916392,0.00,0.01,28023,0.7104707426489313769663251525,8627,11537,0,45227,48576,4,0,10479,,,6165766,610.54,,2.15,ETF
QQQ251215P00613000,2025-12-15,2025-12-15 21:13:52+00,201273,10260,30925339.00,92306,90009,0,4.22,0.41,0.48,2.20,0.01752844104677735,2.07,2.44,29891,1.5364872089152544057076706764,18958,10722,0,166160,174742,10,0,14534,,,6165766,610.54,,2.46,ETF
FXI260116C00033000,2025-12-15,2025-12-15 20:57:04+00,201253,26972,118870487.00,146651,53402,201250,6.35,5.55,5.79,5.85,0.336389473997724,5.30,6.15,27,5.9065200021863028128773235678,1200,0,0,23,26,0,0,27050,,,2495987,38.74,,5.65,ETF
SPY251215P00683000,2025-12-15,2025-12-15 21:12:06+00,201094,6047,33580222.00,86549,101574,0,4.06,0.59,0.60,2.15,0.02467848663819949,2.08,2.21,33654,1.6698768735019443643271305978,12971,17830,0,204729,197620,0,0,7368,,,10313086,680.73,,2.40,ETF
EWZ251219C00030000,2025-12-15,2025-12-15 20:57:00+00,193071,27185,70084280.00,49001,135070,193000,3.85,3.55,3.85,3.63,0.817919208445149,3.45,3.75,28,3.6299744653521243480377684893,9000,0,0,38,42,0,0,1040,,,3237915,33.58,,3.40,ETF
