option_symbol,date,tape_time,volume,open_interest,premium,ask_side_volume,bid_side_volume,floor_volume,high,low,open,close,iv,bid,ask,trades,avg_price,mid_volume,sweep_volume,cross_volume,total_bid_changes,total_ask_changes,stock_multi_leg_volume,neutral_volume,multileg_volume,next_earnings_date,er_time,ticker_option_vol,close,sector,chain_prev_close,issue_type
SPY251212C00682000,2025-12-12,2025-12-12 21:14:58+00,525838,5835,53822284.00,228832,271816,47,6.98,0.04,6.33,0.14,0.003683398927568608,0.14,0.16,51067,1.0235525770294273141157542897,25190,39163,0,143060,157542,29,0,49426,,,11438700,681.76,,8.14,ETF
SPY251212C00683000,2025-12-12,2025-12-12 21:14:56+00,421766,9263,37161348.00,194628,209339,200,6.02,0.01,5.42,0.01,0.00775248297517963,0.01,0.02,48243,0.8810892295727962898858608710,17799,31111,0,101799,110998,4,0,14717,,,11438700,681.76,,7.10,ETF
SPY251212P00680000,2025-12-12,2025-12-12 21:14:54+00,416253,27808,26789773.00,195953,204740,649,2.34,0.01,0.14,0.01,0.01544391104202422,0.01,0.02,47776,0.6435935116383545584055850570,15560,24235,0,48460,46168,1,0,23735,,,11438700,681.76,,0.13,ETF
SPY251212C00685000,2025-12-12,2025-12-12 21:14:04+00,396276,11492,28863906.00,178578,203493,0,4.18,0.01,3.69,0.01,0.02123851667236302,0.00,0.01,46297,0.7283788571601610998395057989,14205,28732,0,51175,58533,1,0,15738,,,11438700,681.76,,5.33,ETF
SPY251212C00684000,2025-12-12,2025-12-12 21:14:50+00,384908,6516,28702918.00,179449,189403,200,5.08,0.01,4.55,0.01,0.01432867314641754,0.00,0.01,42832,0.7457085329481330603676722787,16056,23733,0,74783,82568,23,0,11723,,,11438700,681.76,,6.10,ETF
SPY251212P00681000,2025-12-12,2025-12-12 21:14:58+00,352253,9036,27268840.00,167380,168498,0,2.92,0.01,0.18,0.01,0.00888494974315942,0.01,0.02,45055,0.7741265510868608642083956654,16375,16455,0,82847,76913,0,0,24631,,,11438700,681.76,,0.16,ETF
SPY251212P00682000,2025-12-12,2025-12-12 21:14:54+00,340954,12936,31639551.00,162489,159213,47,3.62,0.06,0.24,0.07,0.003923862637860022,0.06,0.07,44899,0.9279712512538348281586372369,19252,21671,0,134901,125856,0,0,21291,,,11438700,681.76,,0.20,ETF
SPY251212C00688000,2025-12-12,2025-12-12 21:12:26+00,320490,17887,17356627.00,139512,174140,200,1.78,0.01,1.53,0.01,0.04166331279353643,0.00,0.01,35016,0.5415653218509157852039065239,6838,15960,0,12271,13433,7,0,14356,,,11438700,681.76,,2.85,ETF
SPY251212C00686000,2025-12-12,2025-12-12 21:14:36+00,317300,7528,21089866.00,143759,163197,0,3.32,0.01,2.94,0.01,0.02668842479894741,0.00,0.01,36967,0.6646664355499527261266939747,10344,17074,0,35476,42172,15,0,17494,,,11438700,681.76,,4.44,ETF
SPY251212C00687000,2025-12-12,2025-12-12 21:14:40+00,296042,10306,17275148.00,127940,161426,0,2.50,0.01,2.18,0.01,0.03219635327667889,0.00,0.01,34932,0.5835370656866255463751764870,6676,16023,0,24254,29138,261,0,17777,,,11438700,681.76,,3.51,ETF
OCSL260220C00010000,2025-12-12,2025-12-12 20:59:56+00,295112,14381,111210619.00000000,24,24,295000,3.80,3.54,3.78,3.65,0.453773506328623,3.50,3.80,43,3.7684207690639486025644501071,64,0,0,38,19,0,295000,295010,2026-02-03,unknown,140661,13.59,Financial Services,3.80,Common Stock
OCSL260515C00010000,2025-12-12,2025-12-12 20:58:32+00,295005,2650,111177898.00000000,17,13,294970,3.81,3.58,3.60,3.60,0.2384168781136745,1.70,3.70,57,3.7686784291791664548058507482,5,3,0,56,111,0,294970,294980,2026-02-03,unknown,140661,13.59,Financial Services,3.80,Common Stock
SPY251212C00689000,2025-12-12,2025-12-12 21:14:30+00,294758,10284,11699372.00,129851,161183,0,1.18,0.01,1.00,0.01,0.04356123128269181,0.00,0.01,29946,0.3969144857815563954159005040,3724,23065,0,4747,5149,4,0,13308,,,11438700,681.76,,2.16,ETF
QQQ251212C00615000,2025-12-12,2025-12-12 21:13:58+00,289246,1820,29619413.00,129352,137765,0,8.46,0.01,7.10,0.01,0.01250559679657397,0.00,0.01,32354,1.0240215249303361152790358310,22129,13800,0,125697,130011,3,0,7040,,,7575591,613.62,,11.24,ETF
TSLA251212C00455000,2025-12-12,2025-12-12 20:59:56+00,283333,9916,43553438.00,131489,126324,0,9.30,0.15,1.00,3.96,1.09585695904783,3.85,4.05,50975,1.5371819731552625356029830675,25520,10381,0,109158,110103,3,0,13715,2026-02-04,unknown,4576784,458.96,Consumer Cyclical,1.16,Common Stock
TSLA251212C00460000,2025-12-12,2025-12-12 20:59:58+00,279247,18050,31152524.00,137739,122426,0,5.55,0.02,0.47,0.09,0.472429150919221,0.09,0.11,45468,1.1155902838705518770121075561,19082,9503,0,54219,50511,2,0,15439,2026-02-04,unknown,4576784,458.96,Consumer Cyclical,0.48,Common Stock
NVDA251212C00177500,2025-12-12,2025-12-12 20:59:52+00,267598,15635,15050358.00,122590,128621,475,5.30,0.01,4.00,0.01,0.687291114967117,0.01,0.02,18184,0.5624241586259986995418500881,16387,10361,0,59262,58889,4,0,20919,2026-02-25,unknown,3667097,175.02,Technology,3.97,Common Stock
NVDA251212C00180000,2025-12-12,2025-12-12 20:59:42+00,261059,40731,11881098.00,123647,123392,100,3.05,0.01,2.00,0.01,0.830392758049665,0.00,0.01,18862,0.4551116031241979782348051580,14020,6357,0,34463,35512,7,0,34653,2026-02-25,unknown,3667097,175.02,Technology,2.14,Common Stock
SPY251212P00683000,2025-12-12,2025-12-12 21:14:54+00,253603,13342,29365027.00,120945,117446,750,4.38,0.16,0.31,0.89,0.01017030811776904,0.86,1.07,36426,1.1579132344648919768299270808,15211,14462,1,171057,171951,0,1,14433,,,11438700,681.76,,0.28,ETF
NVDA251212C00182500,2025-12-12,2025-12-12 20:59:52+00,253127,43715,8512673.00,115514,126322,154,1.20,0.01,0.89,0.01,1.657148355908258,0.00,0.01,20512,0.3363004736752697262638912497,11291,8190,0,8647,9354,2,0,18649,2026-02-25,unknown,3667097,175.02,Technology,0.89,Common Stock
QQQ251212P00615000,2025-12-12,2025-12-12 21:14:42+00,250687,11197,29198815.00,119060,111926,0,4.40,0.13,0.30,1.39,0.02180181251665645,1.27,1.40,31754,1.1647518618835440210302089967,19701,13241,0,163330,166017,0,0,38372,,,7575591,613.62,,0.22,ETF
SPY251212C00681000,2025-12-12,2025-12-12 21:14:42+00,248675,3789,36733141.00,108107,119177,0,7.90,0.21,7.38,2.10,0.0557728257917945,0.91,2.31,31438,1.4771545591635669045943500605,21391,14736,0,190363,209841,2,0,4227,,,11438700,681.76,,9.14,ETF
QQQ251212C00616000,2025-12-12,2025-12-12 21:14:06+00,239701,865,20656584.00,106038,118167,0,7.50,0.01,6.18,0.01,0.01894527474226236,0.00,0.01,25595,0.8617646150829575179077267096,15496,14928,0,102337,106144,6,0,20921,,,7575591,613.62,,10.21,ETF
SPY251212C00690000,2025-12-12,2025-12-12 21:13:04+00,239458,24594,5543069.00,94898,142775,0,0.71,0.01,0.59,0.01,0.0525038614350614,0.00,0.01,24127,0.2314839763131739177642843432,1785,10362,0,1747,1826,2,0,15006,,,11438700,681.76,,1.60,ETF
SPY251212P00684000,2025-12-12,2025-12-12 21:14:02+00,225238,10709,28609890.00,103249,108237,500,5.18,0.18,0.40,2.03,0.02537175907586546,1.90,2.13,33649,1.2702070698549978245233930334,13752,17428,0,190018,195634,0,0,14385,,,11438700,681.76,,0.36,ETF
