option_symbol,date,tape_time,volume,open_interest,premium,ask_side_volume,bid_side_volume,floor_volume,high,low,open,close,iv,bid,ask,trades,avg_price,mid_volume,sweep_volume,cross_volume,total_bid_changes,total_ask_changes,stock_multi_leg_volume,neutral_volume,multileg_volume,next_earnings_date,er_time,ticker_option_vol,close,sector,chain_prev_close,issue_type
SPY251216C00680000,2025-12-16,2025-12-16 21:14:58+00,575666,5696,36877551.00,276696,281107,0,2.31,0.01,1.53,0.01,0.0105889316718033,0.01,0.02,70094,0.6406067233430496155756984152,17863,42750,0,44564,46442,0,0,20897,,,11462565,678.87,,2.70,ETF
SPY251216P00677000,2025-12-16,2025-12-16 21:14:48+00,560982,5051,51559547.00,259933,278372,145,2.41,0.01,1.17,0.02,0.01397368566267713,0.02,0.03,79720,0.9190944985757118766734048562,22677,58013,0,94272,88594,2,0,13677,,,11462565,678.87,,0.80,ETF
SPY251216P00678000,2025-12-16,2025-12-16 21:14:48+00,521418,5734,60027444.00,242445,251628,0,3.20,0.02,1.43,0.07,0.00965084298389077,0.06,0.07,74822,1.1512345948931567379722218956,27345,46576,0,151426,140694,4,0,10705,,,11462565,678.87,,1.02,ETF
SPY251216C00678000,2025-12-16,2025-12-16 21:14:36+00,518398,5909,52514056.00,239063,257538,0,3.77,0.15,2.63,0.56,0.00962659495317098,0.55,0.60,66746,1.0130065316610017785562444341,21797,37914,0,124949,130137,6,0,17352,,,11462565,678.87,,4.09,ETF
SPY251216C00679000,2025-12-16,2025-12-16 21:14:58+00,517895,7307,40300804.00,252151,248378,0,3.00,0.04,2.11,0.07,0.00695901897092805,0.07,0.08,63234,0.7781655354849921316096892248,17366,33187,0,82273,83333,6,0,23170,,,11462565,678.87,,3.35,ETF
SPY251216P00676000,2025-12-16,2025-12-16 21:14:52+00,476707,5336,35017173.00,229280,231033,0,1.77,0.01,0.93,0.01,0.0189756221914538,0.01,0.02,65820,0.7345638515901801316112412896,16394,52397,0,50195,47775,1,0,15992,,,11462565,678.87,,0.63,ETF
SPY251216P00675000,2025-12-16,2025-12-16 21:14:40+00,432974,13656,22556680.00,215109,208349,0,1.27,0.01,0.60,0.01,0.02396354170840186,0.01,0.02,60217,0.5209707742266279268501110939,9516,48136,0,25112,24626,0,0,16172,,,11462565,678.87,,0.47,ETF
SPY251216C00677000,2025-12-16,2025-12-16 21:14:58+00,379132,1028,42934836.00,183697,172096,145,4.56,0.35,3.37,1.66,0.01965424781931782,1.66,1.74,45212,1.1324508614413977190002426674,23339,28219,0,169518,177857,2,0,5977,,,11462565,678.87,,4.87,ETF
SPY251216P00679000,2025-12-16,2025-12-16 21:14:38+00,338678,8216,48586029.00,159313,155428,0,4.03,0.03,1.82,0.55,0.00595138223194039,0.51,0.56,50044,1.4345788329918093292153608988,23937,31873,0,216607,196656,1,0,11752,,,11462565,678.87,,1.31,ETF
SPY251216C00681000,2025-12-16,2025-12-16 21:14:58+00,332895,12156,17670776.00,156468,167923,0,1.70,0.01,1.03,0.01,0.01686614634936502,0.00,0.01,44213,0.5308213100226798239685186038,8504,24938,0,23014,23721,0,0,15218,,,11462565,678.87,,2.13,ETF
QQQ251216C00610000,2025-12-16,2025-12-16 21:14:50+00,321289,3927,39684112.00,152262,139405,0,3.54,0.29,1.46,1.23,0.0181727662760368,0.97,1.34,45508,1.2351531487228009673533796695,29622,18539,0,158890,163234,15,0,14697,,,6274805,611.75,,3.00,ETF
