option_symbol,date,tape_time,volume,open_interest,premium,ask_side_volume,bid_side_volume,floor_volume,high,low,open,close,iv,bid,ask,trades,avg_price,mid_volume,sweep_volume,cross_volume,total_bid_changes,total_ask_changes,stock_multi_leg_volume,neutral_volume,multileg_volume,next_earnings_date,er_time,ticker_option_vol,close,sector,chain_prev_close,issue_type
SPY251210P00683000,2025-12-10,2025-12-10 21:12:58+00,351774,8674,56935411.00,167758,167811,0,3.29,0.01,2.49,0.01,0.02886382445084819,0.00,0.01,46554,1.6185224320160102793270679586,11205,22166,5000,50968,50911,6,5000,23768,,,8121570,687.57,,2.35,ETF
SPY251210P00682000,2025-12-10,2025-12-10 21:14:20+00,271187,7104,39875357.00,122442,139380,0,2.75,0.01,2.04,0.01,0.03463944583199965,0.00,0.01,44264,1.4704007566734393610313178664,9365,22271,0,33163,33336,0,0,11525,,,8121570,687.57,,1.92,ETF
SPY251210C00683000,2025-12-10,2025-12-10 21:11:20+00,258040,8765,55303973.00,119983,128158,0,5.91,1.53,2.07,4.01,0.03717060305513795,3.94,4.05,39402,2.1432325608432801116106030118,9899,24315,0,104033,117655,15,0,9337,,,8121570,687.57,,2.22,ETF
SPY251210C00684000,2025-12-10,2025-12-10 21:14:30+00,254725,10225,45219056.00,122839,121080,0,4.92,1.15,1.58,3.36,0.02928068298274598,3.15,3.54,41764,1.7752107566984002355481401449,10806,16037,0,93101,103937,6,0,9903,,,8121570,687.57,,1.73,ETF
SPY251210C00688000,2025-12-10,2025-12-10 21:14:58+00,217013,10178,13277488.00,113574,91617,0,1.31,0.01,0.39,0.02,0.00707191505109928,0.02,0.03,32897,0.6118291530922110656965250925,11822,12779,0,35360,34470,2,0,17340,,,8121570,687.57,,0.43,ETF
SPY251210C00685000,2025-12-10,2025-12-10 21:14:40+00,216860,11672,31363095.00,101485,103661,0,4.00,0.84,1.18,2.30,0.02808638102281363,2.16,2.42,39575,1.4462369731624089274186110909,11714,14898,0,79357,85010,13,0,9304,,,8121570,687.57,,1.29,ETF
SPY251210P00680000,2025-12-10,2025-12-10 21:09:58+00,200245,9646,17432450.00,95570,99907,0,1.86,0.01,1.35,0.01,0.0532609781663369,0.00,0.01,28820,0.8705560688157007665609628184,4768,14973,0,14954,14974,0,0,11261,,,8121570,687.57,,1.23,ETF
SPY251210P00681000,2025-12-10,2025-12-10 21:03:10+00,184312,3108,21848916.00,79785,99598,0,2.28,0.01,1.69,0.01,0.0861799559640289,0.00,0.01,27191,1.1854310082902903771865098283,4929,10308,0,22850,22646,0,0,28970,,,8121570,687.57,,1.56,ETF
SPY251210P00684000,2025-12-10,2025-12-10 21:14:30+00,184218,6260,31064274.00,83092,92347,0,3.88,0.01,3.02,0.01,0.0229057304328715,0.00,0.01,26698,1.6862778881542520274891704450,8779,13083,0,78347,77878,1,0,8852,,,8121570,687.57,,2.86,ETF
SPY251210C00690000,2025-12-10,2025-12-10 21:13:16+00,181753,12698,3125771.00,96288,82377,0,0.36,0.01,0.16,0.01,0.02052657984733694,0.00,0.01,19271,0.1719790594928281789021364126,3088,6445,0,3377,3430,0,0,22879,,,8121570,687.57,,0.17,ETF
SPY251210C00687000,2025-12-10,2025-12-10 21:14:46+00,174387,9375,15122870.00,82136,83573,0,2.09,0.15,0.59,0.40,0.00725253571113503,0.37,0.46,29815,0.8672016836117371134316204753,8678,10383,0,56710,63207,8,0,11818,,,8121570,687.57,,0.65,ETF
