option_symbol,date,tape_time,volume,open_interest,premium,ask_side_volume,bid_side_volume,floor_volume,high,low,open,close,iv,bid,ask,trades,avg_price,mid_volume,sweep_volume,cross_volume,total_bid_changes,total_ask_changes,stock_multi_leg_volume,neutral_volume,multileg_volume,next_earnings_date,er_time,ticker_option_vol,close,sector,chain_prev_close,issue_type
SPY260102C00683000,2026-01-02,2026-01-02 21:14:54+00,536036,9494,35780644.00,260935,255174,0,4.03,0.03,2.97,0.45,0.1096731314008842,0.41,0.48,61193,0.6675044959666888044832809684,19927,35495,0,74408,75582,148,0,24294,,,9313248,683.17,,1.61,ETF
SPY260102C00684000,2026-01-02,2026-01-02 21:14:12+00,496228,13537,24143170.00,232436,244256,200,3.13,0.01,2.20,0.01,0.114375058637268,0.00,0.01,54204,0.4865338110707174927654223519,10502,32710,9034,37098,36791,9044,9034,16770,,,9313248,683.17,,1.13,ETF
SPY260102P00681000,2026-01-02,2026-01-02 21:14:54+00,492704,14738,27782064.00,236955,240725,0,1.63,0.01,0.22,0.01,0.3297761653015543,0.00,0.01,54885,0.5638692602455023705916736957,15024,36436,0,48478,48051,5,0,25153,,,9313248,683.17,,1.06,ETF
SPY260102P00682000,2026-01-02,2026-01-02 21:14:58+00,447423,8901,31444351.00,208483,219031,150,2.30,0.01,0.30,0.02,0.2421842195804327,0.01,0.02,56854,0.7027879881007458266562067736,19909,33734,0,89324,85787,1,0,20236,,,9313248,683.17,,1.40,ETF
SPY260102C00685000,2026-01-02,2026-01-02 21:13:04+00,443753,21234,19642186.00,205617,226548,0,2.30,0.01,1.52,0.01,0.2655194652813032,0.00,0.01,44826,0.4426378187865772175061351701,11587,28099,1,22016,21219,19,1,16961,,,9313248,683.17,,0.74,ETF
SPY260102P00683000,2026-01-02,2026-01-02 21:14:50+00,439282,10427,36383547.00,210049,209276,1440,3.19,0.02,0.49,0.03,0.1028551619214872,0.03,0.04,55539,0.8282503494338488715676945548,19957,38586,0,122225,115788,6,0,19626,,,9313248,683.17,,1.84,ETF
SPY260102C00682000,2026-01-02,2026-01-02 21:14:58+00,419243,3314,38298651.00,204088,194806,200,4.94,0.11,3.89,2.75,1.349136491126177,1.24,2.75,49682,0.9135191523770223951264541100,20349,25622,0,113084,114989,1,0,16614,,,9313248,683.17,,2.20,ETF
NVDA260102C00190000,2026-01-02,2026-01-02 20:59:58+00,347616,78220,25457175.00,166757,160626,3800,3.10,0.01,0.50,0.02,0.701059192020894,0.01,0.02,31502,0.7323361122618061309030654559,20233,7767,0,55822,61030,30,0,59444,2026-02-25,unknown,2837752,188.85,Technology,0.23,Common Stock
SPY260102P00684000,2026-01-02,2026-01-02 21:14:52+00,346660,43597,39021704.00,151217,168344,25,4.17,0.27,0.66,0.60,0.2289232762773747,0.45,0.73,46310,1.1256477239946922056193388315,18064,24289,9035,145044,129616,9035,9035,55194,,,9313248,683.17,,2.31,ETF
SPY260102P00680000,2026-01-02,2026-01-02 21:14:50+00,339024,12446,14667440.00,159451,172359,0,1.15,0.01,0.13,0.01,0.4420842896467885,0.01,0.02,43645,0.4326372174241351644721317595,7214,26380,0,21537,21303,4,0,20704,,,9313248,683.17,,0.78,ETF
SPY260102C00686000,2026-01-02,2026-01-02 21:09:36+00,310142,13376,13387294.00,138031,166876,0,1.58,0.01,0.98,0.01,0.4249847931223441,0.00,0.01,33948,0.4316504697848082491245945360,5235,18258,0,10840,10736,5,0,13743,,,9313248,683.17,,0.47,ETF
SPY260102C00687000,2026-01-02,2026-01-02 21:12:14+00,280867,44169,9138521.00,136583,140340,0,0.96,0.01,0.60,0.01,0.536722002654229,0.00,0.01,30093,0.3253682703913240074483652410,3944,24018,0,3805,3788,1,0,16150,,,9313248,683.17,,0.29,ETF
NVDA260102C00192500,2026-01-02,2026-01-02 20:59:08+00,258256,54031,10172553.00,111730,131800,300,1.20,0.01,0.16,0.01,0.3815249094754292,0.00,0.01,27555,0.3938941592838114119323461971,14726,7515,0,12405,12342,12,0,24713,2026-02-25,unknown,2837752,188.85,Technology,0.07,Common Stock
