option_symbol,date,tape_time,volume,open_interest,premium,ask_side_volume,bid_side_volume,floor_volume,high,low,open,close,iv,bid,ask,trades,avg_price,mid_volume,sweep_volume,cross_volume,total_bid_changes,total_ask_changes,stock_multi_leg_volume,neutral_volume,multileg_volume,next_earnings_date,er_time,ticker_option_vol,close,sector,chain_prev_close,issue_type
SPY251208C00684000,2025-12-08,2025-12-08 21:14:44+00,621513,3595,39827514.00,278844,327891,0,3.16,0.01,2.91,0.01,0.00486012857673004,0.00,0.01,63410,0.6408154616234897741479261118,14778,25702,0,36849,37902,0,0,15183,,,9315741,683.63,,2.88,ETF
SPY251208C00683000,2025-12-08,2025-12-08 21:14:52+00,596252,3537,40002373.00,289796,284484,0,4.03,0.02,4.03,0.43,0.265118913757584,0.35,0.50,55953,0.6708970871376532070332678113,21972,23953,0,65627,69496,1,0,10750,,,9315741,683.63,,3.71,ETF
SPY251208C00686000,2025-12-08,2025-12-08 21:13:14+00,584071,13289,25220522.00,250185,328938,0,1.67,0.01,1.58,0.01,0.01973502677686926,0.00,0.01,57720,0.4318057564919333437201984015,4948,19511,0,7146,7303,4,0,17038,,,9315741,683.63,,1.51,ETF
SPY251208C00685000,2025-12-08,2025-12-08 21:14:42+00,568392,7937,30769449.00,248515,311226,0,2.37,0.01,2.25,0.01,0.01183467423893182,0.00,0.01,61404,0.5413420491491787358020521024,8651,22897,0,18048,19117,23,0,15675,,,9315741,683.63,,2.16,ETF
SPY251208P00682000,2025-12-08,2025-12-08 21:13:04+00,536556,6328,23481582.00,265054,258799,0,1.02,0.01,0.33,0.01,0.01201129695318757,0.00,0.01,56766,0.4376352514928544271241026104,12703,22526,0,12064,12224,4,0,20798,,,9315741,683.63,,0.49,ETF
SPY251208P00683000,2025-12-08,2025-12-08 21:14:42+00,504485,8232,39066392.00,232040,249090,10,1.68,0.01,0.43,0.01,0.004239115117117485,0.00,0.01,65794,0.7743816367186338543266895889,23355,28343,0,45452,50191,2,0,16606,,,9315741,683.63,,0.63,ETF
SPY251208C00687000,2025-12-08,2025-12-08 21:14:04+00,437901,12785,13760096.00,178597,256032,0,1.50,0.01,1.05,0.01,0.02480280215849854,0.00,0.01,43005,0.3142284671649528089682371187,3272,14250,0,2644,2787,0,0,15794,,,9315741,683.63,,1.00,ETF
SPY251208P00684000,2025-12-08,2025-12-08 21:14:52+00,365812,5851,39442277.00,170475,176645,121,2.53,0.28,0.60,0.53,0.00637959310905855,0.40,1.91,53843,1.0782116770362918657671153444,18692,21263,0,81215,85615,9,0,9033,,,9315741,683.63,,0.83,ETF
QQQ251208C00624000,2025-12-08,2025-12-08 21:14:56+00,333550,2723,24902810.00,158243,156129,18,5.07,0.01,3.86,0.10,0.004374522928928763,0.10,0.12,36941,0.7465990106430819967021436075,19178,16945,0,65148,64221,18,0,11153,,,5095816,624.28,,3.10,ETF
QQQ251208C00625000,2025-12-08,2025-12-08 21:14:58+00,321463,5475,21273034.00,139505,168293,0,4.31,0.01,3.05,0.01,0.00928430220627896,0.01,0.02,34555,0.6617568429337124334682374070,13665,13734,0,45396,46870,16,0,8376,,,5095816,624.28,,2.44,ETF
