option_symbol,date,tape_time,volume,open_interest,premium,ask_side_volume,bid_side_volume,floor_volume,high,low,open,close,iv,bid,ask,trades,avg_price,mid_volume,sweep_volume,cross_volume,total_bid_changes,total_ask_changes,stock_multi_leg_volume,neutral_volume,multileg_volume,next_earnings_date,er_time,ticker_option_vol,close,sector,chain_prev_close,issue_type
SPY251223C00687000,2025-12-23,2025-12-23 21:14:58+00,615692,10983,25622917.00,303462,294698,0,1.21,0.01,0.15,0.75,0.0083894523092641,0.51,0.75,69119,0.4161645270687291697796950367,17532,27115,0,11862,11485,3,0,29037,,,8073333,687.96,,0.38,ETF
SPY251223C00686000,2025-12-23,2025-12-23 21:14:12+00,580736,16787,43935757.00,281745,275580,0,2.21,0.28,0.32,1.75,0.01540406855169896,1.58,1.94,77754,0.7565530120398942032179854515,23411,30010,0,20339,19520,5,0,20687,,,8073333,687.96,,0.71,ETF
SPY251223P00686000,2025-12-23,2025-12-23 21:14:38+00,498696,3065,20698493.00,207843,278356,300,2.47,0.01,2.43,0.01,0.01326665754538993,0.00,0.01,48334,0.4150523164412788552545037434,12497,15482,0,23019,22013,0,0,14908,,,8073333,687.96,,1.66,ETF
SPY251223P00685000,2025-12-23,2025-12-23 21:11:10+00,492218,8779,23487658.00,208645,274735,150,1.71,0.01,1.70,0.01,0.0224756854601593,0.00,0.01,50806,0.4771799893543104884421130448,8838,24900,0,10077,10218,0,0,15586,,,8073333,687.96,,1.14,ETF
SPY251223C00688000,2025-12-23,2025-12-23 21:14:58+00,473249,18851,6379765.00,228675,241097,260,0.28,0.01,0.06,0.03,0.004385767209770796,0.03,0.04,41321,0.1348077861759876935820255278,3477,12145,0,1477,1438,0,0,24803,,,8073333,687.96,,0.19,ETF
SPY251223P00687000,2025-12-23,2025-12-23 21:13:26+00,447662,4094,18797824.00,197543,236611,314,3.25,0.01,3.07,0.01,0.00670637307346498,0.00,0.01,40496,0.4199110936376105186502316531,13508,11137,0,33787,32875,0,0,14522,,,8073333,687.96,,2.31,ETF
QQQ251223P00620000,2025-12-23,2025-12-23 21:12:26+00,316466,7504,17632414.00,137220,164963,0,2.49,0.01,2.38,0.01,0.01918043493586955,0.00,0.01,28473,0.5571661410704467462539419699,14282,15622,1,32003,30348,0,1,13790,,,4341984,622.11,,1.62,ETF
SPY251223P00684000,2025-12-23,2025-12-23 21:13:12+00,314453,16116,11846208.00,136769,173519,0,1.24,0.01,1.24,0.01,0.02646757127533874,0.00,0.01,33633,0.3767242799400864358107570923,4165,13556,0,3795,3795,0,0,16397,,,8073333,687.96,,0.76,ETF
QQQ251223C00621000,2025-12-23,2025-12-23 21:14:50+00,306937,7254,15675201.00,142669,146362,50,1.50,0.13,0.35,1.23,0.01262022152642371,1.15,1.27,36968,0.5106976675995399707431818253,17906,9426,0,19860,19011,12,0,15151,,,4341984,622.11,,0.75,ETF
QQQ251223C00620000,2025-12-23,2025-12-23 21:14:18+00,299859,17481,25875708.00,144905,136563,15,2.40,0.27,0.61,2.14,1.146757265609338,2.12,2.31,37093,0.8629291767130551359138795158,18391,13434,0,34506,31696,5,0,18021,,,4341984,622.11,,1.16,ETF
