option_symbol,date,tape_time,volume,open_interest,premium,ask_side_volume,bid_side_volume,floor_volume,high,low,open,close,iv,bid,ask,trades,avg_price,mid_volume,sweep_volume,cross_volume,total_bid_changes,total_ask_changes,stock_multi_leg_volume,neutral_volume,multileg_volume,next_earnings_date,er_time,ticker_option_vol,close,sector,chain_prev_close,issue_type
SPY251128C00683000,2025-11-28,2025-11-28 18:14:58+00,551512,14429,24032552.00,261520,273665,0,1.15,0.01,0.56,0.03,0.0001966507716310259,0.03,0.04,62637,0.4357575537794281901391084873,16327,35708,0,13983,14387,3,0,13631,,,5039697,683.39,,0.47,ETF
SPY251128C00682000,2025-11-28,2025-11-28 18:14:48+00,431180,15195,42739488.00,198846,200200,50,1.69,0.25,0.83,1.01,0.003437667278339396,0.93,1.07,67294,0.9912214852265875040586298106,32134,23385,0,33937,30762,209,0,12353,,,5039697,683.39,,0.76,ETF
SPY251128P00682000,2025-11-28,2025-11-28 18:14:50+00,353708,6532,20491926.00,167980,172354,0,2.38,0.01,1.86,0.01,0.002698774874216994,0.00,0.01,40466,0.5793458445949766474040734166,13374,19594,0,20006,18149,1,0,9689,,,5039697,683.39,,2.39,ETF
SPY251128P00681000,2025-11-28,2025-11-28 18:13:56+00,278354,14344,16259667.00,128239,138401,0,1.91,0.01,1.25,0.01,0.00464354961486211,0.00,0.01,34396,0.5841362797013874418905422672,11714,13970,0,11751,11364,0,0,11190,,,5039697,683.39,,1.81,ETF
NVDA251128C00180000,2025-11-28,2025-11-28 17:59:52+00,261143,55741,5825557.00,114456,136404,476,1.15,0.01,0.80,0.01,0.0239961406172766,0.00,0.01,22373,0.2230791941579900667450400723,10283,9656,0,4477,5219,64,0,12261,2026-02-25,unknown,2316966,177,Technology,1.73,Common Stock
SPY251128C00684000,2025-11-28,2025-11-28 18:14:54+00,236794,11548,5741404.00,117034,113314,0,0.76,0.01,0.24,0.01,0.002314010308843294,0.00,0.01,28933,0.2424640827047982634695135878,6446,9452,0,4273,3585,2,0,10088,,,5039697,683.39,,0.31,ETF
QQQ251128C00617000,2025-11-28,2025-11-28 18:14:58+00,223973,4150,23386318.00,101104,102589,74,2.45,0.32,1.03,2.11,0.00547047843212774,1.80,2.47,31902,1.0441579118911654529787072525,20279,14364,1,42704,40379,24,1,6961,,,2633058,619.25,,1.01,ETF
SPY251128P00680000,2025-11-28,2025-11-28 18:14:48+00,220228,19618,9759897.00,101621,110968,50,1.43,0.01,0.50,0.01,0.00632183880336498,0.00,0.01,26481,0.4431723940643333272790017540,7639,7076,0,8125,7123,0,0,9335,,,5039697,683.39,,1.34,ETF
SPY251128C00685000,2025-11-28,2025-11-28 18:14:48+00,212877,32415,3172324.00,89613,117281,0,0.50,0.01,0.29,0.01,0.004367271517430911,0.00,0.01,20115,0.1490214537033122413412440041,5983,6498,0,1850,1812,0,0,8990,,,5039697,683.39,,0.20,ETF
QQQ251128C00618000,2025-11-28,2025-11-28 18:14:58+00,208448,7016,11654752.00,97979,97420,0,1.50,0.03,0.72,1.13,0.569549353169417,0.95,1.13,28206,0.5591203561559717531470678496,13049,10258,0,20932,19636,1,0,8080,,,2633058,619.25,,0.70,ETF
SPY251128P00683000,2025-11-28,2025-11-28 18:14:58+00,178386,1756,15385968.00,80926,84286,0,3.98,0.01,2.33,0.01,0.000472885044469999,0.01,0.02,19394,0.8625098382160034980323568034,13174,14415,0,58600,64046,1,0,3212,,,5039697,683.39,,3.04,ETF
TSLA251128C00430000,2025-11-28,2025-11-28 17:59:58+00,173336,15996,34468873.00,80358,79598,489,4.90,0.45,1.66,0.68,0.00988414052159767,0.60,0.69,39390,1.9885582337194812387501730699,13367,6634,13,58513,55823,8,13,7557,2026-02-04,unknown,1844818,430.17,Consumer Cyclical,2.36,Common Stock
QQQ251128P00617000,2025-11-28,2025-11-28 18:11:58+00,168555,2139,13073809.00,80400,76406,0,3.49,0.01,1.50,0.01,0.00493487897490306,0.00,0.01,21406,0.7756405327637863012073210529,11749,11489,0,41461,36451,0,0,3388,,,2633058,619.25,,3.09,ETF
QQQ251128P00616000,2025-11-28,2025-11-28 18:14:36+00,164537,2572,12105150.00,76578,78159,0,2.50,0.01,2.00,0.01,0.00697319833757965,0.00,0.01,22226,0.7357099011164662051696578904,9800,9648,0,22952,18342,0,0,4003,,,2633058,619.25,,2.50,ETF
NVDA251128C00177500,2025-11-28,2025-11-28 17:59:58+00,159359,10417,10082639.00,70146,76177,400,2.50,0.04,2.12,0.10,0.01170246836264832,0.09,0.10,17401,0.6326996906356089081884298994,13036,5104,0,22951,24999,30,0,6409,2026-02-25,unknown,2316966,177,Technology,3.39,Common Stock
NVDA251128P00175000,2025-11-28,2025-11-28 17:59:56+00,152119,29702,2666425.00,67998,78020,150,0.61,0.01,0.24,0.01,0.01536604794336081,0.01,0.02,14369,0.1752854672986280477783840298,6101,7046,0,2781,3119,0,0,5496,2026-02-25,unknown,2316966,177,Technology,0.25,Common Stock
BITO251219C00013000,2025-11-28,2025-11-28 17:59:40+00,144426,22051,17611741.00000000,59020,84086,134810,1.55,1.12,1.20,1.25,0.3029532180616805,1.18,1.24,1468,1.2194300887651807846232672787,1320,215,0,1007,832,0,0,134843,,,391875,14.2,,1.09,ETF
NVDA251128P00177500,2025-11-28,2025-11-28 17:59:58+00,141341,17953,11369982.00,59849,63011,400,1.54,0.40,0.68,0.64,0.01032610911279505,0.60,0.65,21412,0.8044362216200536291663423913,18481,4561,0,25945,25524,12,0,7108,2026-02-25,unknown,2316966,177,Technology,0.64,Common Stock
SPY251128C00681000,2025-11-28,2025-11-28 18:14:42+00,137192,14792,22422327.00,61293,63496,0,2.63,0.91,1.53,2.00,0.973079913970429,1.91,2.06,26643,1.6343756924602017610356288957,12403,4940,0,77950,70979,4,0,6973,,,5039697,683.39,,1.16,ETF
TSLA251128C00435000,2025-11-28,2025-11-28 17:59:58+00,131147,22456,10060878.00,56260,62619,0,2.25,0.01,0.54,0.02,0.01582893298772931,0.01,0.02,23152,0.7671451119735868910459255609,12267,6470,1,21477,20213,2,1,6771,2026-02-04,unknown,1844818,430.17,Consumer Cyclical,1.03,Common Stock
TSLA251128C00432500,2025-11-28,2025-11-28 17:59:58+00,122721,9009,15488565.00,58511,52174,0,3.40,0.05,1.10,0.06,0.01081565110653739,0.05,0.06,27926,1.2620957293372772386144180662,12035,4766,1,35260,35405,10,1,6640,2026-02-04,unknown,1844818,430.17,Consumer Cyclical,1.57,Common Stock
QQQ251128C00619000,2025-11-28,2025-11-28 18:14:58+00,113432,5681,3561768.00,52781,55536,0,1.04,0.01,0.64,0.12,0.000729458479103336,0.13,0.17,15231,0.3140002821073418435714789503,5115,6087,0,8526,9294,0,0,7170,,,2633058,619.25,,0.47,ETF
NVDA251128C00182500,2025-11-28,2025-11-28 17:59:52+00,108040,64358,1071289.00,58393,48998,0,0.30,0.01,0.30,0.01,0.03927758880941448,0.00,0.01,6695,0.0991567012217697149203998542,649,2271,0,341,463,2,0,26739,2026-02-25,unknown,2316966,177,Technology,0.67,Common Stock
QQQ251128P00615000,2025-11-28,2025-11-28 18:13:56+00,106205,11065,6367601.00,50692,50419,0,1.99,0.01,1.16,0.01,0.00868085327638513,0.00,0.01,14788,0.5995575537874864648557035894,5094,5048,0,11940,10546,0,0,8251,,,2633058,619.25,,2.00,ETF
QQQ251128C00620000,2025-11-28,2025-11-28 18:13:10+00,102878,28515,1980487.00,52796,47844,0,0.70,0.01,0.31,0.01,0.003002421923430701,0.00,0.01,10426,0.1925083108147514531775501123,2238,5027,0,1816,1882,0,0,9488,,,2633058,619.25,,0.30,ETF
SPY251128P00679000,2025-11-28,2025-11-28 18:14:24+00,98053,9737,3599734.00,45797,48865,0,1.20,0.01,0.50,0.01,0.00814730954451471,0.00,0.01,12317,0.3671212507521442485186582775,3391,3140,0,5046,3858,0,0,6697,,,5039697,683.39,,1.01,ETF
IWM251128C00249000,2025-11-28,2025-11-28 18:12:20+00,96196,3172,1599834.00,45317,46302,0,0.39,0.01,0.25,0.01,0.00580194900168723,0.00,0.01,8748,0.1663098257723813879995010213,4577,3827,0,2787,2997,3,0,758,,,937561,248.75,,0.19,ETF
IWM251219P00235000,2025-11-28,2025-11-28 18:10:22+00,92102,183036,12849459.00,8326,53703,12612,1.95,1.33,1.95,1.39,0.2487474153794539,1.38,1.41,305,1.3951335475885431369568521853,30073,14,0,6240,10854,0,0,72823,,,937561,248.75,,1.76,ETF
IWM251219P00237000,2025-11-28,2025-11-28 18:10:32+00,82644,6415,14089557.00,51503,435,0,2.20,1.63,2.20,1.70,0.2427388596866867,1.68,1.72,291,1.7048493538550892986786699576,30706,91,0,7843,8583,0,0,72040,,,937561,248.75,,2.10,ETF
SPY251128P00678000,2025-11-28,2025-11-28 18:13:42+00,80432,13492,2359597.00,33140,43951,0,0.87,0.01,0.58,0.01,0.00988013554920978,0.00,0.01,8630,0.2933654515615675353093296210,3341,2322,0,2913,2809,0,0,5915,,,5039697,683.39,,0.76,ETF
AAPL251128C00277500,2025-11-28,2025-11-28 17:59:58+00,80013,29890,2789721.00,34477,35616,60,1.66,0.06,0.87,1.39,0.014990023023537,1.00,1.39,8618,0.3486584679989501705972779418,9920,2310,0,6526,5768,1,0,5706,2026-01-29,unknown,646998,278.85,Technology,1.12,Common Stock
QQQ251128C00616000,2025-11-28,2025-11-28 18:14:28+00,77830,7875,13189267.00,37917,32409,0,3.40,1.00,1.73,3.14,0.01204351614999581,2.45,3.21,13984,1.6946250803032249775150970102,7504,4333,0,46234,50247,42,0,4275,,,2633058,619.25,,1.40,ETF
SPXW251128C06850000,2025-11-28,2025-11-28 18:00:00+00,77706,13412,19275415.00,29842,34572,3696,5.80,0.05,3.80,0.25,0.01531875372268115,0.10,0.20,29673,2.4805568424574678917972872015,13192,651,0,19781,24704,0,100,26963,,,1682543,,,3.40,
TSLA251128P00427500,2025-11-28,2025-11-28 17:59:58+00,76324,1145,10147483.00,35018,33572,123,4.30,0.05,3.60,0.06,0.01241565909303116,0.06,0.07,15594,1.3295271474241391960589067634,7734,3330,0,45346,46475,10,0,2880,2026-02-04,unknown,1844818,430.17,Consumer Cyclical,4.30,Common Stock
SPY251128C00686000,2025-11-28,2025-11-28 18:13:28+00,76074,17427,751446.00,37756,36277,0,0.33,0.01,0.07,0.01,0.00614772555564479,0.00,0.01,6105,0.0987782948182033283381970195,2041,1278,0,736,847,0,0,5945,,,5039697,683.39,,0.12,ETF
NVDA251205C00180000,2025-11-28,2025-11-28 17:59:58+00,73798,43257,21397564.00,29222,37546,476,3.95,2.34,3.80,2.45,0.3837483095292057,2.45,2.47,10023,2.8994774926149760156101791419,7030,1901,0,7991,9294,22,0,13595,2026-02-25,unknown,2316966,177,Technology,4.59,Common Stock
IWM251128C00248000,2025-11-28,2025-11-28 18:14:32+00,73567,4351,3468785.00,36819,29482,0,0.85,0.03,0.55,0.20,0.487978380131784,0.11,0.23,7566,0.4715137221852189160900947452,7266,7444,0,17457,14157,29,0,3053,,,937561,248.75,,0.44,ETF
TSLA251128C00440000,2025-11-28,2025-11-28 17:59:52+00,72530,17924,1852884.00,33437,34763,0,0.87,0.01,0.24,0.01,0.02614145219776547,0.00,0.01,10544,0.2554644974493313111815800354,4330,5133,0,5108,5688,4,0,8390,2026-02-04,unknown,1844818,430.17,Consumer Cyclical,0.43,Common Stock
TSLA251128P00425000,2025-11-28,2025-11-28 17:59:56+00,72395,4268,6476024.00,30665,33498,0,3.10,0.02,2.40,0.02,0.01694422927494899,0.02,0.03,14272,0.8945402306789142896608881869,8232,2909,0,24950,27768,0,0,5302,2026-02-04,unknown,1844818,430.17,Consumer Cyclical,3.08,Common Stock
TSLA251128P00430000,2025-11-28,2025-11-28 17:59:58+00,72234,5088,16184914.00,33756,32193,479,5.60,0.50,5.05,0.55,0.01103673932100701,0.48,0.55,15162,2.2406226984522524019159952382,6284,2973,1,48579,45003,0,1,3503,2026-02-04,unknown,1844818,430.17,Consumer Cyclical,5.60,Common Stock
SPY251128P00677000,2025-11-28,2025-11-28 18:13:04+00,69778,11306,1842720.00,25727,41004,0,0.89,0.01,0.45,0.01,0.01135892468007542,0.00,0.01,7220,0.2640832354037089053856516415,3047,2276,0,2048,2260,1,0,6721,,,5039697,683.39,,0.60,ETF
MSTR251205C00560000,2025-11-28,2025-11-28 17:58:52+00,64290,15242,156753.00,50594,12256,0,0.05,0.01,0.02,0.03,2.673201699900639,0.03,0.04,445,0.0243821745216985534297713491,1440,605,0,142,174,0,0,1851,2026-02-04,unknown,612233,177.18,Technology,0.02,Common Stock
QQQ251128P00618000,2025-11-28,2025-11-28 18:14:08+00,62859,1304,7543234.00,29395,27734,0,3.29,0.01,2.87,0.01,0.002842293559621653,0.00,0.01,8058,1.2000244992761577498846624993,5730,2657,0,67432,50823,0,0,2024,,,2633058,619.25,,3.80,ETF
SPXW251128C06845000,2025-11-28,2025-11-28 18:00:02+00,62286,15601,24245874.00,23923,25792,180,7.30,0.55,5.20,3.63,0.02061789144720375,3.50,4.10,25169,3.8926683363837780560639630012,12571,287,0,24823,25952,0,0,21310,,,1682543,,,4.20,
SPXW251128C06840000,2025-11-28,2025-11-28 18:00:00+00,61647,15719,38485122.00,24401,24430,100,13.20,1.60,10.10,9.20,0.0662044740965063,8.50,9.20,26126,6.2428215484938439826755559935,12816,550,0,33387,33332,0,0,19383,,,1682543,,,5.35,
SPY251201C00683000,2025-11-28,2025-11-28 18:14:58+00,60154,2793,10609280.00,26968,26874,104,2.20,1.18,1.56,1.73,0.0698967708375161,1.74,1.77,10848,1.7636865378860923629351331602,6312,3522,0,13876,13421,0,0,3230,,,5039697,683.39,,1.31,ETF
SPY251201P00682000,2025-11-28,2025-11-28 18:14:58+00,59780,1178,10538533.00,25378,27542,0,3.50,1.11,1.69,1.24,0.0687083964633241,1.22,1.26,8415,1.7628860823017731682837069237,6860,4168,0,11769,12954,0,0,2091,,,5039697,683.39,,3.15,ETF
NVDA251128P00180000,2025-11-28,2025-11-28 17:59:58+00,59516,31415,14387520.00,22459,32652,0,3.50,1.48,1.73,3.04,0.02757142828594081,3.00,3.10,7347,2.4174205255729551717185294682,4405,1477,0,52315,43295,53,0,5118,2026-02-25,unknown,2316966,177,Technology,1.49,Common Stock
QQQ251128P00614000,2025-11-28,2025-11-28 18:13:00+00,57875,6116,2523168.00,25613,29896,15,1.50,0.01,0.76,0.01,0.01057207749982246,0.00,0.01,8553,0.4359685529157667386609071300,2363,3494,3,6716,7006,0,3,6350,,,2633058,619.25,,1.57,ETF
