option_symbol,date,tape_time,volume,open_interest,premium,ask_side_volume,bid_side_volume,floor_volume,high,low,open,close,iv,bid,ask,trades,avg_price,mid_volume,sweep_volume,cross_volume,total_bid_changes,total_ask_changes,stock_multi_leg_volume,neutral_volume,multileg_volume,next_earnings_date,er_time,ticker_option_vol,close,sector,chain_prev_close,issue_type
SPY251222C00685000,2025-12-22,2025-12-22 21:14:58+00,930112,13789,29182884.00,453185,465124,480,0.90,0.02,0.63,0.04,0.001462742947602021,0.04,0.05,100055,0.3137566658638959609165347754,11803,36291,0,6357,6203,15,0,27463,,,8576130,684.83,,0.19,ETF
SPY251222P00684000,2025-12-22,2025-12-22 21:14:46+00,744333,1599,29915239.00,345272,380786,0,1.73,0.01,1.23,0.01,0.00850166758276352,0.00,0.01,69988,0.4019066600567219241925321170,18275,22881,0,28899,28874,0,0,11622,,,8576130,684.83,,3.57,ETF
SPY251222P00683000,2025-12-22,2025-12-22 21:11:26+00,581070,2303,26490606.00,263422,306971,0,1.22,0.01,0.85,0.01,0.01704164003912046,0.00,0.01,62686,0.4558935412256698848675718944,10677,25754,0,11260,11581,0,0,10260,,,8576130,684.83,,2.83,ETF
SPY251222C00684000,2025-12-22,2025-12-22 21:14:54+00,578465,6862,48809672.00,265685,275791,0,1.50,0.34,1.09,0.99,0.00614667801846607,0.91,1.05,78445,0.8437791741937714468463951941,36989,27207,0,33185,32635,32,0,19055,,,8576130,684.83,,0.33,ETF
QQQ251222C00620000,2025-12-22,2025-12-22 21:14:10+00,500570,9434,23488472.00,222761,258286,0,2.49,0.01,2.23,0.01,0.00564538824691472,0.00,0.01,51913,0.4692345126555726471822122804,19523,18523,0,27762,26775,10,0,17668,,,4768694,619.21,,0.47,ETF
SPY251222P00685000,2025-12-22,2025-12-22 21:14:58+00,493492,4276,29430244.00,226758,241231,480,2.44,0.03,1.56,0.03,0.001051301068440744,0.03,0.05,48357,0.5963671954155285192059850996,25503,18549,0,51373,48643,85,0,8754,,,8576130,684.83,,4.41,ETF
QQQ251222P00619000,2025-12-22,2025-12-22 21:14:58+00,441525,766,25911978.00,208865,206396,0,1.80,0.01,0.66,0.01,0.00504776184049856,0.01,0.02,49025,0.5868745371156786138950229333,26264,21250,0,39790,39374,4,0,10250,,,4768694,619.21,,3.27,ETF
SPY251222C00686000,2025-12-22,2025-12-22 21:14:58+00,413453,5943,4496763.00,181638,228531,0,0.48,0.01,0.29,0.01,0.0083139704561132,0.00,0.01,33318,0.1087611651142935230848488233,3284,7478,0,786,777,0,0,20068,,,8576130,684.83,,0.09,ETF
QQQ251222C00619000,2025-12-22,2025-12-22 21:14:58+00,323670,4862,27530250.00,148668,149717,0,3.24,0.18,2.94,0.47,0.003791410880091553,0.43,0.54,37965,0.8505653906756882009454073680,25285,13130,0,70808,69078,10,0,10355,,,4768694,619.21,,0.71,ETF
SPY251222P00682000,2025-12-22,2025-12-22 21:14:00+00,283479,5214,8861192.00,123061,157700,0,0.84,0.01,0.59,0.01,0.02144763077388183,0.00,0.01,30996,0.3125872463215970142409137895,2718,11895,0,4917,4870,7,0,10519,,,8576130,684.83,,2.17,ETF
QQQ251222C00621000,2025-12-22,2025-12-22 21:10:12+00,282962,9491,11721670.00,118151,157248,0,1.83,0.01,1.58,0.01,0.01536209376384496,0.00,0.01,30503,0.4142489097475986174822060918,7563,12913,0,12633,12021,6,0,16521,,,4768694,619.21,,0.28,ETF
QQQ251222P00618000,2025-12-22,2025-12-22 21:14:48+00,271431,2697,12819636.00,123001,138530,0,1.25,0.01,0.50,0.02,0.01460253419209587,0.01,0.02,29886,0.4722981531217878576875891106,9900,11781,0,18750,18953,2,0,7800,,,4768694,619.21,,2.63,ETF
QQQ251222P00620000,2025-12-22,2025-12-22 21:14:38+00,257928,2294,27959075.00,119644,117492,0,2.51,0.40,0.94,0.53,0.00765707664343689,0.48,0.55,30662,1.0839875856828262150677708509,20792,13027,0,76129,72468,2,0,6708,,,4768694,619.21,,3.96,ETF
SPXW251222C06880000,2025-12-22,2025-12-22 21:00:02+00,242799,2900,55547083.00,95594,118168,338,8.30,0.02,5.00,0.03,1.265874019960364,0.00,0.05,83935,2.2877805509907371941400088211,29037,2492,0,52660,55662,0,0,53139,,,3269941,,,1.85,
SPY251222C00683000,2025-12-22,2025-12-22 21:14:46+00,201497,13718,28792634.00,89434,94443,0,2.41,0.75,1.74,2.00,0.02877900535456966,1.81,2.18,30223,1.4289361131927522494131426319,17620,12108,0,49329,49764,8,0,7409,,,8576130,684.83,,0.57,ETF
GLD260130C00425000,2025-12-22,2025-12-22 20:59:52+00,199540,86791,126305527.00000000,199155,249,198832,6.78,5.45,5.70,6.65,0.2462959298807623,6.60,6.65,166,6.3298349704319935852460659518,136,0,0,580,530,0,0,199263,,,1575259,408.23,,3.46,ETF
SPY251222C00687000,2025-12-22,2025-12-22 21:10:44+00,170112,6740,855863.00,71758,97985,0,0.22,0.01,0.10,0.01,0.01716943507439519,0.00,0.01,9664,0.0503117357975921745673438667,369,1416,0,107,109,0,0,8124,,,8576130,684.83,,0.05,ETF
SPXW251222P06875000,2025-12-22,2025-12-22 21:00:00+00,162978,322,50787694.00,65520,71942,170,21.20,0.03,16.26,0.03,1.187766745402193,0.00,0.05,54516,3.1162300433187301353556921996,25406,2624,0,103906,102507,0,110,27879,,,3269941,,,39.77,
TSLA251226C00500000,2025-12-22,2025-12-22 20:59:58+00,162621,35948,91625237.00,75083,74413,470,8.70,3.05,5.50,3.40,0.3770611278342044,3.35,3.45,38607,5.6342807509485244833078138689,13125,5346,0,25149,25177,21,0,7860,2026-02-04,unknown,2326368,488.73,Consumer Cyclical,3.52,Common Stock
QQQ251222P00617000,2025-12-22,2025-12-22 21:14:46+00,157653,7623,5671090.00,67767,85799,0,0.90,0.01,0.35,0.01,0.01984292159982592,0.00,0.01,18238,0.3597197642924650973974488281,4087,5011,0,8973,9183,2,0,7108,,,4768694,619.21,,2.09,ETF
SPY251222P00680000,2025-12-22,2025-12-22 21:14:22+00,153221,41539,2842040.00,63595,88865,0,0.41,0.01,0.30,0.01,0.0328929051013149,0.00,0.01,17586,0.1854863236762584763185203077,761,8216,0,843,864,0,0,9200,,,8576130,684.83,,1.26,ETF
IWM251222C00254000,2025-12-22,2025-12-22 21:08:56+00,148581,3463,6060218.00,69889,70849,0,1.19,0.01,0.12,0.01,0.01274970726256281,0.00,0.01,18502,0.4078730120271097919653253134,7843,6457,0,15044,14090,1,0,2043,,,1741104,253.58,,0.05,ETF
SPY251222P00681000,2025-12-22,2025-12-22 21:14:22+00,142208,7079,3619861.00,55916,84751,0,0.58,0.01,0.43,0.01,0.0271150177519566,0.00,0.01,17399,0.2545469312556255625562556254,1541,6659,0,1925,1972,2,0,8643,,,8576130,684.83,,1.66,ETF
IWM260116P00242000,2025-12-22,2025-12-22 21:13:54+00,138489,58480,16028258.00,90083,48278,0,1.49,1.08,1.42,1.23,0.1948461161904906,1.23,1.25,187,1.1573668666825524048841424230,128,13,0,3412,3680,0,0,134119,,,1741104,253.58,,1.83,ETF
NVDA251226C00185000,2025-12-22,2025-12-22 20:59:58+00,132743,66176,19677329.00,58680,62103,70,2.09,1.20,2.00,1.37,0.2538908574637742,1.36,1.37,19019,1.4823628364584196530137182389,11960,4137,0,16955,14939,733,0,8847,2026-02-25,unknown,1636162,183.69,Technology,1.17,Common Stock
IWM251222C00255000,2025-12-22,2025-12-22 21:12:56+00,131707,1665,2245884.00,69531,59510,0,0.44,0.01,0.04,0.01,0.03241262302445935,0.00,0.01,12759,0.1705212327363010318358173849,2666,4130,0,2707,2623,1,0,1443,,,1741104,253.58,,0.03,ETF
SPXW251222C06885000,2025-12-22,2025-12-22 21:00:00+00,131196,2362,19281251.00,47203,67649,2083,6.10,0.02,3.30,0.03,3.066130764220644,0.00,0.05,44459,1.4696523522058599347541083574,16344,2679,0,37007,39559,0,0,53593,,,3269941,,,1.45,
SPXW251222P06870000,2025-12-22,2025-12-22 20:59:58+00,130562,317,41972544.00,50262,60720,101,18.00,0.03,13.50,0.05,1.677674131425486,0.00,0.05,46372,3.2147595778250945910755043577,19480,1330,0,88628,87867,0,100,27620,,,3269941,,,35.13,
QQQ251222C00622000,2025-12-22,2025-12-22 21:14:18+00,129943,3229,4485491.00,50576,75574,0,1.33,0.01,1.01,0.01,0.02019713334639157,0.00,0.01,15338,0.3451891213839914424016684235,3793,5680,0,5829,5129,1,0,10680,,,4768694,619.21,,0.18,ETF
GLD260116C00420000,2025-12-22,2025-12-22 20:59:40+00,126720,23642,65868082.00000000,121551,3010,113624,5.72,4.35,4.80,5.68,0.2429725903522448,5.50,5.70,706,5.1979231376262626262626262627,2159,87,0,809,683,1,0,123086,,,1575259,408.23,,2.55,ETF
SPXW251222C06875000,2025-12-22,2025-12-22 21:00:00+00,126456,2283,56139847.00,50269,52181,721,11.00,1.90,7.10,3.30,3.805008173851664,2.60,3.60,48867,4.4394767349908268488644271585,24005,508,1,69393,73117,0,1,30847,,,3269941,,,2.70,
GLD260116C00400000,2025-12-22,2025-12-22 20:59:54+00,126222,143075,180186652.00000000,119581,6053,113670,15.00,12.60,13.45,14.81,0.2406131705434422,14.70,14.90,1228,14.275376083408597550347799904,588,212,0,1686,1857,1,0,123312,,,1575259,408.23,,8.60,ETF
SPY251223C00685000,2025-12-22,2025-12-22 21:14:58+00,123672,2981,14154432.00,56226,59643,0,1.58,0.68,1.31,1.17,0.0820672689869936,1.17,1.18,17874,1.1445138754123811372016301157,7803,8773,0,22443,20696,10,0,7096,,,8576130,684.83,,0.54,ETF
SPY251223P00684000,2025-12-22,2025-12-22 21:14:58+00,123166,324,13649085.00,56971,58650,0,2.33,0.73,1.91,0.77,0.0840602311101367,0.76,0.77,13626,1.1081861065553805433317636394,7545,4247,0,27991,29259,1,0,3681,,,8576130,684.83,,4.36,ETF
GLD260116C00415000,2025-12-22,2025-12-22 20:59:58+00,122201,119700,84281901.00000000,120999,868,113670,7.40,5.80,6.30,7.30,0.2400426389953523,7.25,7.45,542,6.8969894681712915606255267960,334,62,0,1013,941,5,0,121082,,,1575259,408.23,,3.52,ETF
GLD260116C00435000,2025-12-22,2025-12-22 20:59:40+00,121196,4754,24298675.00000000,2647,115987,113618,2.51,1.75,1.93,2.23,0.242173116602546,2.21,2.31,228,2.0049073401762434403775702169,2562,0,0,723,704,0,0,120925,,,1575259,408.23,,0.91,ETF
SPY251222P00686000,2025-12-22,2025-12-22 21:14:12+00,117038,605,17446174.00,51912,53210,0,3.36,0.83,2.65,0.83,0.01471274530163482,0.84,1.06,14749,1.4906418428202805926280353345,11913,3635,3,57936,52480,26,3,3391,,,8576130,684.83,,5.20,ETF
GLD260130C00440000,2025-12-22,2025-12-22 20:59:40+00,114270,177,35549670.00000000,387,113772,113618,3.59,2.73,2.91,3.31,0.2476428886786754,3.30,3.40,132,3.1110238907849829351535836174,111,0,0,666,528,0,0,113918,,,1575259,408.23,,1.80,ETF
IWM251222P00254000,2025-12-22,2025-12-22 21:14:38+00,110278,203,2986661.00,54574,49995,18,1.80,0.07,1.80,0.43,0.01655352620119853,0.40,0.47,11081,0.2708301746495221168320063799,5709,3583,0,16085,18815,0,0,819,,,1741104,253.58,,3.40,ETF
QQQ251223C00620000,2025-12-22,2025-12-22 21:14:56+00,107942,2966,14922357.00,46178,52517,0,3.38,0.95,3.14,1.16,0.1091662127343576,1.15,1.16,11001,1.3824421448555705842026273375,9247,5567,0,48955,47759,7,0,3991,,,4768694,619.21,,1.11,ETF
QQQ251222C00623000,2025-12-22,2025-12-22 21:13:26+00,97767,2612,2487848.00,51852,44086,0,0.85,0.01,0.61,0.01,0.0278477018765914,0.00,0.01,8956,0.2544670492088332463919318391,1829,2803,0,2272,2149,0,0,13052,,,4768694,619.21,,0.11,ETF
TSLA251226C00490000,2025-12-22,2025-12-22 20:59:58+00,95317,12653,88753082.00,41798,42796,10,14.35,6.45,9.25,7.00,0.3742823471849429,6.90,7.00,24795,9.311359148945098985490521110,10722,1698,1,37539,36430,16,1,4330,2026-02-04,unknown,2326368,488.73,Consumer Cyclical,6.25,Common Stock
TSLA251226C00495000,2025-12-22,2025-12-22 20:59:58+00,94841,15000,73756780.00,41527,43540,6,11.25,4.50,7.41,4.92,0.3736625504906554,4.90,4.95,24217,7.7768876329857340179880009768,9774,2044,0,31952,32969,17,0,4511,2026-02-04,unknown,2326368,488.73,Consumer Cyclical,4.70,Common Stock
