date,call_volume,put_volume,call_premium,put_premium,put_call_ratio,bearish_premium,bullish_premium,ticker,avg_3_day_call_volume,avg_3_day_put_volume,avg_7_day_call_volume,avg_7_day_put_volume,avg_30_day_call_volume,avg_30_day_put_volume,total_open_interest,call_open_interest,put_open_interest,call_volume_ask_side,call_volume_bid_side,put_volume_ask_side,put_volume_bid_side,avg_30_day_put_oi,avg_30_day_call_oi,net_call_premium,net_put_premium,next_earnings_date,er_time,sector,full_name,marketcap,issue_type,is_index,next_dividend_date,close,high,low,total_volume,avg30_volume,prev_close,week_52_high,week_52_low,implied_move,implied_move_perc,volatility,iv30d,iv30d_1d,iv30d_1w,iv30d_1m,iv_rank,prev_call_oi,prev_put_oi
2025-11-24,4376209,5842545,854654205.0000,895472011.00,1.3350699201066494,814295485.0000,789497595.0000,SPY,5597924.6667,7158146.6667,5583425.4286,6420415.7143,4641982.2667,5518935.7667,17396123,5489782,11906341,2070752,2043193,2686329,2856395,13073443.7333,5205841.5333,-14446870.0000,-5441698.00,,,,SPDR S&P 500 ETF,658.856461,ETF,f,2025-06-20,668.73,670.06,661.59,64624347,87418843.952380952381,659.03,689.7,481.80,7.00187502101135,0.01046258389643524,0.1494825043491879,0.164789938828126,0.1997,0.1891,0.1344,20.8079,6086423,13805121
2025-11-24,2523383,3153185,736415165.0000,751123422.0000,1.2495863687755684,602567670.0000,684337375.0000,QQQ,3299463.6667,3682236.6667,3148518,3562825.8571,2507170.6,3011991.8667,9745609,3862758,5882851,1172205,1094862,1404685,1498216,6434470.0333,3760641.5333,5301687.0000,-19336510.0000,,,,INVESCO QQQ ,385698577500,ETF,f,,605.16,606.68,595.16,54818083,67358426.142857142857,590.07,637.01,402.39,8.52337377895571,0.01407288516655438,0.2009530164674123,0.2215688048722314,0.2675,0.253,0.182,25.7416,4493542,6931175
2025-11-24,1685720,1906244,2148216601.0000,1835524022.0000,1.1308188785800726,1721164476.0000,1586595882.0000,SPXW,2092765.6667,2488219.6667,2010710.1429,2352943.8571,1788835.8667,2049853.4333,4975513,1526566,3448947,636965,728005,729551,781856,3483141.2667,1459142.8,122130258.0000,91355611.0000,,,,S&P 500 Index (Weekly),,,t,,,,,,,,6147.4302,5773.3101,69.5751139978037,0.01037660164023918,0.1479753865139818,0.1667529999168496,0.1917,0.183,0.1294,22.3576,1592335,3566270
2025-11-24,1905908,1019827,887128756.00,389910002.00,0.5350872130239235,532237917.00,580021474.00,NVDA,3383431.6667,1929630,2470330.2857,1395049.2857,2059422.2333,1059276.2667,19615633,10386358,9229275,858853,871468,406395,479371,9350834.8667,10408799.1333,34110241.00,-12029094.00,2026-02-25,unknown,Technology,NVIDIA CORP,4435965000000,Common Stock,f,2025-12-04,182.55,183.5,176.48,189057969,221281530.0952381,178.88,212.1899,86.62,5.62026920820335,0.03073872898820473,0.439814242218803,0.4158455024501085,0.5096,0.513,0.4655,25.0024,11516813,9993407
2025-11-24,1119350,810460,1401917114.0000,768426473.0000,0.7240452048063608,916843928.0000,1036553527.0000,TSLA,1673153,1280075.3333,1667070,1240929.7143,1369627.4,944078,7355311,3981080,3374231,535526,485705,336673,377824,3703038.9333,4326725.7,63248236.0000,-49497063.0000,2026-02-04,unknown,Consumer Cyclical,TESLA INC,1389460731589,Common Stock,f,,417.78,421.72,401.09,84191670,88850933.761904761905,391.09,488.5399,214.25,15.00297706557306,0.03567380888713397,0.510612016266142,0.515676425197871,0.5554,0.5284,0.5113,14.2874,4590688,3871956
2025-11-24,682317,1003084,102747092.00,166375173.00,1.470114331022091,122643994.00,101240971.00,IWM,801441.3333,1783413,761942.1429,1628075.8571,709185.5,1237383.6667,11167310,3327944,7839366,313510,295462,473526,461163,8206586.2,3326344.0333,-9202477.00,11300286.00,,,,ISHARES RUSSELL 2000 ETF,65968097143,ETF,f,,239.9,240.385,235.48,33814987,48520949.047619047619,235.6,252.77,171.73,3.336073958355406,0.01388353222504227,0.1981363900315473,0.2279904260413075,0.2607,0.2588,0.2087,16.6755,3735100,8864968
2025-11-24,746135,281583,159900727.00,91088505.00,0.3773888103359312,98375186.00,106467618.00,IBIT,1040770.6667,590931,879980.4286,493536.5714,687547.9667,307432.1333,7600901,5111925,2488976,320635,323649,91514,132610,2356833.3667,5493224.5667,760407.00,-3822025.00,,,,iShares Bitcoin Trust ETF,65464752668,ETF,f,,50.57,50.66,48.33,80666467,73354427.47619047619,47.97,71.82,42.98,1.746756975837942,0.03450384149803342,0.493209692419058,0.508026513882264,0.5914,0.5199,0.4421,58.3739,6060360,2696535
2025-11-24,645556,365750,840181444.00,173505492.00,0.5665658749976764,449518260.00,459147963.00,GOOGL,631938.3333,391841,452735.2857,254414.5714,312193.4667,168642.7,3478117,1992788,1485329,290653,275780,151480,160875,1460092.2,1994184.4667,23297544.00,5734097.00,2026-02-03,unknown,Communication Services,ALPHABET INC,1853498440000,Common Stock,f,2025-12-08,318.58,319.48,309.595,60718878,43342184.428571428571,299.66,319.48,140.53,8.50005806810845,0.02667354337750166,0.3811270209038465,0.3541371688662115,0.3722,0.3459,0.4041,38.5314,2216938,1716206
2025-11-24,492091,244340,192920514.00,69953655.00,0.4965341776216188,109443651.00,120988929.00,AAPL,476357.6667,399043.6667,445846.8571,340001,536608,284275.2,5283936,3113108,2170828,237065,191203,93881,118647,2317123.6333,3368611.7333,7654505.00,-5439023.00,2026-01-29,unknown,Technology,APPLE INC,4077091319760,Common Stock,f,2025-11-10,275.92,277,270.9,40789406,50926182.285714285714,271.49,277.32,169.2101,4.122513931678928,0.01494639232716601,0.2120271844663728,0.2239795934951152,0.2492,0.2539,0.2673,14.5474,3474572,2453581
2025-11-24,379607,266381,66159106.00,26294651.00,0.7017283664421362,21797447.00,58589157.00,SLV,375275,233445,392827.5714,220555.4286,508799.7333,237089.4,7234854,4648244,2586610,239362,111596,87456,140937,2969614.6,4583695.6667,15809881.00,-1400997.00,,,,ISHARES SILVER TRUST,23983481149,ETF,f,,46.63,46.635,45.355,20855294,26548124,45.3,49.25,26.19,1.202780549385458,0.02580243589800403,0.3684127874054385,0.363222781004174,0.3575,0.3631,0.3531,47.8874,5180656,3159246
2025-11-24,345232,298517,3360157.00000000,12508883.00,0.864685197200723,6430892.00000000,3974862.00000000,HYG,103329.6667,456533.6667,80399.1429,558760.7143,77872.5333,462266.2333,8210558,1544914,6665644,151714,109351,106275,91988,8051495.4667,1790610.9333,-694079.00000000,252611.00,,,,ISHARES IBOXX $ HIGH YIELD CORPORATE BOND ETF,17506545638,ETF,f,,80.59,80.6,80.395,34550761,44762781.285714285714,80.37,81.36,75.08,0.2496500076438278,0.003097971181284703,0.04293000502701695,0.0538591840552015,0.066,0.0682,0.0452,11.8385,2085427,8945829
2025-11-24,491208,147707,242465319.00,69446030.00,0.30070153580560577,125201826.00,143814079.00,AMZN,499224.3333,285311.3333,461019.2857,256713,539918.5,252590.4,4394475,2540473,1854002,208928,208789,58321,66070,1997699.8333,2811802.0667,13902489.00,-4709764.00,2026-02-05,unknown,Consumer Cyclical,AMAZON.COM,2418982078969,Common Stock,f,,226.28,227.33,222.27,37108253,57613778.809523809524,220.69,258.6,161.38,4.79054879354799,0.02117276051245464,0.298034607826884,0.31645018462109,0.3473,0.3351,0.4047,20.8614,2950005,2058881
2025-11-24,381688,232896,528718926.00,106704216.00,0.6101737544800989,260464022.00,314293162.00,GOOG,339546.3333,205851,246488.2857,136680.5714,182198.2333,89532.6,1753775,1015344,738431,183483,158580,99099,107783,695964.7333,1009338.2333,37283939.00,-5953224.00,2026-02-03,unknown,Communication Services,ALPHABET INC,1879382770000,Common Stock,f,2025-12-08,318.47,319.8,309.4001,39266492,27521223.190476190476,299.65,319.8,142.66,8.45752833688173,0.02653826780884144,0.378373946618164,0.352448831783399,0.3698,0.3445,0.4014,38.3003,1134790,837742
2025-11-24,356538,212895,229007633.00,181313490.00,0.5971172778217189,165782960.00,185246091.00,AMD,534044.6667,541931.3333,482693.2857,412959.4286,526670.5,368660.3667,3545179,1828964,1716215,156425,142105,87867,93546,1880430.7333,2056914.3667,10700404.00,-5009121.00,2026-02-03,unknown,Technology,ADVANCED MICRO DEVICES INC,350110333177,Common Stock,f,,215.05,217.13,205.85,34890522,55248901.809523809524,203.78,267.0799,76.48,8.54872172734072,0.03971031627303008,0.568570316785477,0.545350318127278,0.624,0.5759,0.6572,37.4593,2144257,1919656
2025-11-24,393644,167059,629913112.0000,344560990.0000,0.42439107416853805,472827678.0000,438016681.0000,META,410447,350025,392874,279724.2857,387822.1,224721.2667,2982903,1874430,1108473,179275,171100,69582,78018,1042809.2333,1658299.3333,-27225182.0000,16591985.0000,2026-02-04,unknown,Communication Services,META PLATFORMS INC,1335155016360,Common Stock,f,2025-09-22,613.05,616.7,597.6301,17541855,26687873.619047619048,594.25,796.25,479.80,12.6353643075932,0.02059352680682117,0.294742932169566,0.3144183029630125,0.3435,0.3491,0.4144,15.1953,2176098,1199960
2025-11-24,313478,234778,198295932.00,113176668.00,0.7489456995387236,122703086.00,158763847.00,PLTR,527965.6667,514313,471219.7143,448799.4286,486021.2667,347293.7333,3479127,1770452,1708675,146375,130607,89693,118493,1725304.3667,1838716.0667,18601814.00,-18646747.00,2026-02-02,unknown,Technology,PALANTIR TECHNOLOGIES INC,370633193447,Common Stock,f,,162.25,165.17,157,47541467,64488395.238095238095,154.85,207.52,63.40,6.72161470764462,0.04139052746479029,0.592216425660819,0.55961791341617,0.6252,0.5746,0.6476,16.2192,2062263,1909310
2025-11-24,391274,140446,142903757.0000,34282329.0000,0.35894539376498313,60490623.0000,84776395.0000,GLD,293282,240118.3333,334217.4286,211348.5714,545443.9,322043.2333,4952453,3170820,1781633,185652,167125,50638,67779,2204075.2,3678720.4,8576031.0000,-3815053.0000,,,,SPDR GOLD TRUST,374.663017,ETF,f,,380.2,380.28,374.19,9526938,12859226.142857142857,374.27,403.3,238.73,5.92875751170595,0.01559378619596515,0.2228495511129123,0.2076053076966579,0.2068,0.2256,0.231,42.6747,3631829,2206950
2025-11-24,369987,161588,50985440.00,14176189.00,0.43673966923162166,24161631.00,32353782.00,SOFI,331575.3333,207348,342179.5714,199252.7143,369017.3667,172422.7333,3990920,2402422,1588498,185021,135718,51506,89535,1716249.5,2564026.1,5731051.00,-1521800.00,2026-01-26,unknown,Financial Services,SOFI TECHNOLOGIES INC,32810132740,Common Stock,f,,27.4,27.61,25.655,52066434,86117813.238095238095,25.19,32.73,8.60,1.283932596696069,0.0468674063404296,0.668374352596719,0.653801464202528,0.7471,0.744,0.7937,26.4474,2689451,1831266
2025-11-24,251384,207537,37380284.00,25728116.00,0.8255776023931515,25167006.00,20614456.00,VIX,814880,516967.3333,886638.4286,554277.5714,621257.9333,395356.6,11619778,7716850,3902928,103971,100040,46740,87939,4595895.8667,9670490.0667,-4628221.00,-826027.00,,,,CBOE Volatility Index,,,t,,20.52,23.68,20.41,0,0,23.43,60.13,0.0,3.285080638427869,0.1642540319213934,0.977604830168871,0.977604830168871,1.21,1.1279,0.7122,31.7988,7645095,3766572
2025-11-24,180322,270892,5157920835.0000,3071215845.0000,1.5022681647275429,3694852232.0000,4168036424.0000,SPX,351804.6667,517598.6667,275387.4286,421848,216151.7,348055.6,16560367,6699975,9860392,89446,81789,137604,109843,10110376.4333,6575229.3667,-35253930.0000,70834667.0000,,,,S&P 500 Index,,,t,,6705.12,6715.75,6630.7,0,0,6602.99,6920.34,4835.04,199.7937014409915,0.02979771833571834,0.1688214796865756,0.1688214796865756,0.1957,0.1838,0.1307,22.7338,7358479,11120873
2025-11-24,226572,186928,143400453.00,256131833.0000,0.8250269230090214,179428801.0000,187569587.0000,MSTR,463747,337051,403686.5714,278787.4286,307905.9333,195309.8333,2786208,1563849,1222359,103955,104829,70783,102574,1288689.3667,1522010.1,-6030270.00,-17477594.0000,2026-02-04,unknown,Technology,MICROSTRATEGY INC,47931422354,Common Stock,f,,179.04,179.84,166.01,19194258,16299490.142857142857,170.5,457.22,166.01,9.92398945937935,0.055360869459887,0.789720373808817,0.776202409227293,0.9082,0.8125,0.6134,25.5313,1866959,1307938
2025-11-24,208736,201019,437071148.0000,160315792.00,0.963029855894527,249065754.0000,288718499.0000,AVGO,145766.3333,115552.6667,112480.1429,88654.5714,132619.7667,84245.5,1920109,941777,978332,103774,85148,82290,100514,1043114.6667,1052860.4333,26446981.0000,-13740059.00,2025-12-11,postmarket,Technology,BROADCOM INC,1784865083715,Common Stock,f,2025-09-22,377.96,382,347.66,31075627,22021226.095238095238,340.2,386.48,138.10,13.33530845112468,0.03519108157260959,0.502251503865752,0.583117196161064,0.6376,0.584,0.4349,60.1596,1068718,1085524
2025-11-24,222752,153534,42957953.00,67269390.00,0.6892598046257722,45305627.00,53016338.00,NFLX,285597,235917,239765.1429,171882.8571,127935.4,97394.4333,6327219,2889543,3437676,104922,94032,62067,70296,826873.2,760857.0333,1266258.00,-8070453.00,2026-01-20,unknown,Communication Services,NETFLIX INC,471262389905,Common Stock,f,,106.97,108.04,103.32,39669369,39797051,104.31,134.12,82.11,2.594288326532136,0.02425248505685834,0.34679275996272,0.305593493310483,0.3404,0.3094,0.2916,15.0506,3493606,3819835
2025-11-24,237810,124359,241660401.0000,227316480.00,0.5229342752617636,182235237.0000,154540401.0000,MSFT,270417.3333,247244.3333,253469,173252.7143,241093.1667,128571.1333,2505130,1519601,985529,76663,80283,52398,58488,1060723,1504187.2,-11126016.0000,-15765340.00,2026-02-04,unknown,Technology,MICROSOFT CORP,3522947008470,Common Stock,f,2025-11-20,474,476.9,468.02,22013561,27128446.571428571429,472.12,555.45,344.79,7.4318298269088,0.01567648542300016,0.2230495558329549,0.2336018382186916,0.2685,0.243,0.2889,21.4757,1733446,1069381
2025-11-24,243590,117075,112942713.00,42689909.00,0.4806231782913913,57355334.00,74070389.00,BABA,103550.6667,92820.3333,132737.8571,115767.8571,135811.1667,69997.9333,1649586,940077,709509,123301,89991,43088,56981,728047.3,1106886.0667,15561687.00,-1153368.00,2025-11-25,premarket,Consumer Cyclical,ALIBABA GROUP HOLDING LTD,213829789515,ADR,f,2025-06-12,160.73,161.5,158.7,19857964,13654749.285714285714,152.93,192.67,80.06,9.16940320559362,0.0570378402935657,0.81687147834499,0.465289820674136,0.4871,0.512,0.5358,39.8946,1205750,834888
2025-11-24,225205,131192,17938923.00,8336004.00,0.5825447925223685,11312575.00,12171224.00,TLT,342747.3333,180258,286245.5714,179506.4286,284773.4,185199.5333,6225390,3807821,2417569,103833,104813,63150,63279,2590706.7,3701149.4,-672634.00,-1531283.00,,,,ISHARES 20+ YEAR TREASURY BOND ETF,49543355760,ETF,f,,90.01,90.0665,89.7801,24955381,32152997.380952380952,89.5,94.85,83.295,0.55678044035141,0.00618713679688198,0.0884042500130578,0.1113378289416363,0.1171,0.1335,0.1072,7.0882,4222086,2774615
2025-11-24,249279,100892,32775594.00,13790476.00,0.40473525647968744,17254458.00,19873193.00,INTC,239531.3333,131147,250272,137708.8571,371600.0333,168356.1333,6124295,3626783,2497512,133440,88994,35327,49659,2836878.1,4097414.0333,2016455.00,-602280.00,2026-01-29,unknown,Technology,INTEL CORP,170718300000,Common Stock,f,,35.79,36.155,34.685,62973271,89726496.714285714286,34.5,42.48,17.665,1.255860885853522,0.03509147947797099,0.497333283539104,0.474931916551008,0.5402,0.5435,0.5745,17.146,4157035,2881221
