timestamp,symbol,venue,trader_id,side,price,qty,bid,ask,mid_price
2026-01-02 14:30:01+00:00,NVDA,NYSE,T1,BUY,489.9761279731913,328.0,489.872833629054,490.0688219601719,489.97082779461294
2026-01-02 14:30:09+00:00,AAPL,NASDAQ,T3,SELL,190.03365534027412,138.0,190.0152302851206,190.05323713186232,190.03423370849146
2026-01-02 14:30:34+00:00,NVDA,NYSE,T1,SELL,489.9482547895424,91.0,489.9006190739557,489.99860899676275,489.9496140353592
2026-01-02 14:30:35+00:00,AAPL,NASDAQ,T3,SELL,190.20595308483755,474.0,190.1682795508713,190.24436207919732,190.2063208150343
2026-01-02 14:30:36+00:00,NVDA,NYSE,T1,SELL,489.98186608537054,114.0,489.93233346140977,490.03032972772866,489.9813315945692
2026-01-02 14:30:44+00:00,NVDA,NYSE,T1,SELL,489.9037668393321,169.0,489.854429647755,489.952410331753,489.903419989754
2026-01-02 14:30:45+00:00,SPY,ARCA,T2,BUY,468.8106338465604,54.0,468.7113474442922,468.89886948767855,468.80510846598537
2026-01-02 14:30:45+00:00,MSFT,NYSE,T1,SELL,410.4139646450961,82.0,410.3753883543363,410.45747164033577,410.416429997336
2026-01-02 14:30:51+00:00,AAPL,NASDAQ,T3,BUY,191.7654090776624,124.0,190.14371259468336,190.18174514045685,190.1627288675701
2026-01-02 14:30:54+00:00,SPY,ARCA,T2,BUY,468.9738822835567,115.0,468.92441420030207,469.0182084625684,468.97131133143523
2026-01-02 14:30:54+00:00,NVDA,NYSE,T1,SELL,490.25429318233466,229.0,490.04778493195056,490.43998003793854,490.24388248494455
2026-01-02 14:30:57+00:00,TSLA,ARCA,T1,BUY,240.08547190248328,307.0,240.0644379898388,240.11245567920574,240.08844683452227
2026-01-02 14:31:05+00:00,TSLA,ARCA,T1,SELL,240.21035554096753,217.0,240.18566482047723,240.23370675763502,240.20968578905612
2026-01-02 14:31:05+00:00,AAPL,NASDAQ,T3,SELL,190.2562773738974,114.0,190.2120685555647,190.28816860299645,190.25011857928058
2026-01-02 14:31:07+00:00,NVDA,NYSE,T1,BUY,490.338613100313,238.0,490.2851211678145,490.38318799873116,490.33415458327283
2026-01-02 14:31:10+00:00,SPY,ARCA,T2,BUY,469.0101134098594,170.0,468.96124689333635,469.055048522878,469.0081477081072
2026-01-02 14:31:14+00:00,AAPL,NASDAQ,T3,SELL,190.12898204466174,203.0,190.1112336188399,190.1492596681686,190.13024664350425
2026-01-02 14:31:14+00:00,NVDA,NYSE,T1,BUY,490.39109516074626,616.0,490.34836439505256,490.44644387587965,490.3974041354661
2026-01-02 14:31:24+00:00,MSFT,NYSE,T1,SELL,409.87388198128735,93.0,409.714289305658,410.04219189813955,409.87824060189877
2026-01-02 14:31:35+00:00,AAPL,NASDAQ,T3,BUY,190.053135472585,46.0,190.0354758832987,190.073486779565,190.05448133143184
2026-01-02 14:31:41+00:00,SPY,ARCA,T2,BUY,468.70036489736646,164.0,468.6508707192226,468.7446102673213,468.69774049327197
2026-01-02 14:31:45+00:00,MSFT,NYSE,T1,BUY,409.83385649129826,53.0,409.6191371311059,409.9469635713869,409.7830503512464
2026-01-02 14:31:50+00:00,AAPL,NASDAQ,T3,SELL,190.14408876085307,209.0,190.126125371518,190.16415439949506,190.14513988550652
2026-01-02 14:32:00+00:00,NVDA,NYSE,T1,BUY,490.6598200750332,149.0,490.5604416762785,490.75670510563486,490.6585733909567
2026-01-02 14:32:05+00:00,MSFT,NYSE,T1,BUY,409.6303456685287,170.0,409.5446473738894,409.70849800296475,409.6265726884271
2026-01-02 14:32:06+00:00,NVDA,NYSE,T1,SELL,490.44608247110807,76.0,490.3320928021681,490.52826487370334,490.4301788379357
2026-01-02 14:32:11+00:00,MSFT,NYSE,T1,SELL,409.36723418807617,350.0,409.2987799943393,409.46253225678953,409.3806561255644
2026-01-02 14:32:12+00:00,NVDA,NYSE,T1,SELL,490.4147340780923,165.0,490.3009598021893,490.4971194180334,490.39903961011134
2026-01-02 14:32:18+00:00,TSLA,ARCA,T1,BUY,240.5380025500521,197.0,240.51046514202233,240.55857204574113,240.53451859388173
2026-01-02 14:32:18+00:00,SPY,ARCA,T2,SELL,468.4297830865973,133.0,468.32202020872313,468.5093864900629,468.415703349393
2026-01-02 14:32:35+00:00,TSLA,ARCA,T1,SELL,240.7169546259582,151.0,240.69346610319937,240.74160961077078,240.71753785698507
2026-01-02 14:32:39+00:00,TSLA,ARCA,T1,SELL,240.6758927464756,264.0,240.62632240883673,240.72259219175683,240.67445730029678
2026-01-02 14:32:40+00:00,AAPL,NASDAQ,T3,BUY,190.08858969779226,165.0,190.07418874368295,190.11220738329564,190.0931980634893
2026-01-02 14:32:40+00:00,AAPL,NASDAQ,T3,SELL,190.0913330823828,311.0,190.07418874368295,190.11220738329564,190.0931980634893
2026-01-02 14:32:41+00:00,AAPL,NASDAQ,T3,SELL,190.10711571068435,103.0,190.08614854276934,190.1241695745811,190.1051590586752
2026-01-02 14:32:51+00:00,MSFT,NYSE,T1,BUY,408.7733301552543,73.0,408.73527115420035,408.8170263839542,408.7761487690773
2026-01-02 14:32:53+00:00,AAPL,NASDAQ,T3,BUY,190.10773300199185,263.0,189.98137097104947,190.26655691696547,190.12396394400747
2026-01-02 14:32:56+00:00,TSLA,ARCA,T1,BUY,240.82690757805113,327.0,240.7791249080397,240.87545582418613,240.82729036611292
2026-01-02 14:33:03+00:00,SPY,ARCA,T2,BUY,467.72285749006966,228.0,467.66981550549286,467.7633588229257,467.7165871642093
2026-01-02 14:33:05+00:00,MSFT,NYSE,T1,SELL,408.5652867341692,180.0,408.52464359331674,408.6063566933454,408.56550014333106
2026-01-02 14:33:07+00:00,TSLA,ARCA,T1,BUY,240.94249983691174,186.0,240.91789098910485,240.96607938614235,240.9419851876236
2026-01-02 14:33:10+00:00,AAPL,NASDAQ,T3,SELL,189.90181239737578,95.0,189.88278276225654,189.92076311684443,189.90177293955048
2026-01-02 14:33:11+00:00,TSLA,ARCA,T1,BUY,240.85471460158664,99.0,240.8276535219275,240.87582386966668,240.85173869579708
2026-01-02 14:33:15+00:00,SPY,ARCA,T2,BUY,467.9399941833636,269.0,467.7584206321159,468.13277711121316,467.9455988716645
