timestamp,symbol,bid,ask
2026-01-02 14:30:00+00:00,AAPL,190.01984313583046,190.05785090523455
2026-01-02 14:30:01+00:00,AAPL,189.9668673439212,190.11890165151937
2026-01-02 14:30:02+00:00,AAPL,189.98149470233844,190.05750250177928
2026-01-02 14:30:03+00:00,AAPL,189.99765179888993,190.07366606246222
2026-01-02 14:30:04+00:00,AAPL,190.01932943981387,190.05733710646848
2026-01-02 14:30:05+00:00,AAPL,190.0103065102717,190.04831237215993
2026-01-02 14:30:06+00:00,AAPL,189.98600837594176,190.0240093777171
2026-01-02 14:30:07+00:00,AAPL,189.98044246207,190.01844235055123
2026-01-02 14:30:08+00:00,AAPL,189.9903654894972,190.02836736278243
2026-01-02 14:30:09+00:00,AAPL,190.0152302851206,190.05323713186232
2026-01-02 14:30:10+00:00,AAPL,190.00518067080745,190.04318550742525
2026-01-02 14:30:11+00:00,AAPL,190.0062019267109,190.04420696760036
2026-01-02 14:30:12+00:00,AAPL,190.02364953824704,190.0616580690078
2026-01-02 14:30:13+00:00,AAPL,190.0495567297176,190.0875704424348
2026-01-02 14:30:14+00:00,AAPL,190.06396074820714,190.10197734201614
2026-01-02 14:30:15+00:00,AAPL,190.0518554186422,190.08986959114318
2026-01-02 14:30:16+00:00,AAPL,190.05953555411045,190.09755126279217
2026-01-02 14:30:17+00:00,AAPL,190.0596831403527,190.09769887855455
2026-01-02 14:30:18+00:00,AAPL,190.03833511453297,190.19042661922646
2026-01-02 14:30:19+00:00,AAPL,190.0712550423076,190.10927309512135
2026-01-02 14:30:20+00:00,AAPL,190.0886734827526,190.12669501960283
2026-01-02 14:30:21+00:00,AAPL,190.09670571567142,190.13472885912893
2026-01-02 14:30:22+00:00,AAPL,190.09284102573972,190.13086339618192
2026-01-02 14:30:23+00:00,AAPL,190.0448785308758,190.19697527239708
2026-01-02 14:30:24+00:00,AAPL,190.08757284734102,190.12559416404216
2026-01-02 14:30:25+00:00,AAPL,190.05117241227734,190.08918644816336
2026-01-02 14:30:26+00:00,AAPL,190.101621613278,190.13964574001332
2026-01-02 14:30:27+00:00,AAPL,190.11864434125394,190.1947070115245
2026-01-02 14:30:28+00:00,AAPL,190.1161502571051,190.19221192954242
2026-01-02 14:30:29+00:00,AAPL,190.18141822596783,190.21945831362177
2026-01-02 14:30:30+00:00,AAPL,190.19151981293757,190.26761163922802
2026-01-02 14:30:31+00:00,AAPL,190.18890670425014,190.22694828974954
2026-01-02 14:30:32+00:00,AAPL,190.1875719025564,190.2636621493668
2026-01-02 14:30:33+00:00,AAPL,190.20807321385038,190.24611863303508
2026-01-02 14:30:34+00:00,AAPL,190.19458433372006,190.23262705485894
2026-01-02 14:30:35+00:00,AAPL,190.1682795508713,190.24436207919732
2026-01-02 14:30:36+00:00,AAPL,190.19642666754967,190.23446975719216
2026-01-02 14:30:37+00:00,AAPL,190.21534507227548,190.2533919459773
2026-01-02 14:30:38+00:00,AAPL,190.22485942114298,190.2629081979049
2026-01-02 14:30:39+00:00,AAPL,190.20178962665645,190.2778855616941
2026-01-02 14:30:40+00:00,AAPL,190.12863794918792,190.28080172505764
2026-01-02 14:30:41+00:00,AAPL,190.168889132012,190.20692671359654
2026-01-02 14:30:42+00:00,AAPL,190.18665220298269,190.22469333753676
2026-01-02 14:30:43+00:00,AAPL,190.18366627182678,190.2217068091349
2026-01-02 14:30:44+00:00,AAPL,190.1768528270568,190.21489200153962
2026-01-02 14:30:45+00:00,AAPL,190.16516491621988,190.20320175288677
2026-01-02 14:30:46+00:00,AAPL,190.16721620785097,190.20525345481724
2026-01-02 14:30:47+00:00,AAPL,190.01314495376852,190.29837859643118
2026-01-02 14:30:48+00:00,AAPL,190.1242050446976,190.1622336885709
2026-01-02 14:30:49+00:00,AAPL,190.06361253567394,190.13965318881884
2026-01-02 14:30:50+00:00,AAPL,190.13332132017035,190.17135178748111
2026-01-02 14:30:51+00:00,AAPL,190.14371259468336,190.18174514045685
2026-01-02 14:30:52+00:00,AAPL,190.1257942357302,190.1638231974735
2026-01-02 14:30:53+00:00,AAPL,190.12887218055423,190.16690175794807
2026-01-02 14:30:54+00:00,AAPL,190.15121134105436,190.18924538672712
2026-01-02 14:30:55+00:00,AAPL,190.1923057227763,190.26839786349356
2026-01-02 14:30:56+00:00,AAPL,190.23902727355988,190.27707888417564
2026-01-02 14:30:57+00:00,AAPL,190.20701352057327,190.24505872779812
2026-01-02 14:30:58+00:00,AAPL,190.20167764329113,190.2777735335265
2026-01-02 14:30:59+00:00,AAPL,190.25412352091973,190.29217815108694
2026-01-02 14:31:00+00:00,AAPL,190.26156390081923,190.2996200192112
2026-01-02 14:31:01+00:00,AAPL,190.19796512635705,190.2740595312886
2026-01-02 14:31:02+00:00,AAPL,190.16065381797847,190.23673329540117
2026-01-02 14:31:03+00:00,AAPL,190.24607592627152,190.28412894675884
2026-01-02 14:31:04+00:00,AAPL,190.25834892102537,190.29640439635713
2026-01-02 14:31:05+00:00,AAPL,190.2120685555647,190.28816860299645
2026-01-02 14:31:06+00:00,AAPL,190.1781649584319,190.25425144171194
2026-01-02 14:31:07+00:00,AAPL,190.14642440259792,190.18445749078728
2026-01-02 14:31:08+00:00,AAPL,190.07323337763228,190.22535281210816
2026-01-02 14:31:09+00:00,AAPL,190.10931170551567,190.14733737042326
2026-01-02 14:31:10+00:00,AAPL,190.08537820528767,190.12339908301652
2026-01-02 14:31:11+00:00,AAPL,190.132836121954,190.17086649221542
2026-01-02 14:31:12+00:00,AAPL,190.18654012934445,190.22458124148153
2026-01-02 14:31:13+00:00,AAPL,190.17549949864477,190.21353840243486
2026-01-02 14:31:14+00:00,AAPL,190.1112336188399,190.1492596681686
2026-01-02 14:31:15+00:00,AAPL,190.01107381613699,190.16314350306467
2026-01-02 14:31:16+00:00,AAPL,190.08070115110147,190.1187210933259
2026-01-02 14:31:17+00:00,AAPL,190.0631019176976,190.21521324376218
2026-01-02 14:31:18+00:00,AAPL,190.08614250594457,190.1241635365488
2026-01-02 14:31:19+00:00,AAPL,190.0734246163417,190.11144310311363
2026-01-02 14:31:20+00:00,AAPL,189.9460852420115,190.2312182196077
2026-01-02 14:31:21+00:00,AAPL,190.09805137855244,190.1360747911694
2026-01-02 14:31:22+00:00,AAPL,190.10708623180815,190.14511145157647
2026-01-02 14:31:23+00:00,AAPL,190.1017857758954,190.13980993546653
2026-01-02 14:31:24+00:00,AAPL,190.07031251019745,190.10833037448592
2026-01-02 14:31:25+00:00,AAPL,190.07412585879152,190.15017071810692
2026-01-02 14:31:26+00:00,AAPL,190.1021083097514,190.14013253383578
2026-01-02 14:31:27+00:00,AAPL,190.05139677775446,190.12743254361874
2026-01-02 14:31:28+00:00,AAPL,190.0025534086723,190.0785696332807
2026-01-02 14:31:29+00:00,AAPL,190.08221919696888,190.12023944283288
2026-01-02 14:31:30+00:00,AAPL,190.02757138104712,190.06558069625484
2026-01-02 14:31:31+00:00,AAPL,189.9142153014527,190.19930043825752
2026-01-02 14:31:32+00:00,AAPL,190.01555319221112,190.05356010354072
2026-01-02 14:31:33+00:00,AAPL,189.99346228609642,190.0314647788029
2026-01-02 14:31:34+00:00,AAPL,189.9897718190822,190.02777357362146
2026-01-02 14:31:35+00:00,AAPL,190.0354758832987,190.073486779565
2026-01-02 14:31:36+00:00,AAPL,190.04761369501776,190.08562701908917
2026-01-02 14:31:37+00:00,AAPL,190.03333504079527,190.07134550885021
2026-01-02 14:31:38+00:00,AAPL,190.0764828929356,190.11450199142405
2026-01-02 14:31:39+00:00,AAPL,189.98380704505382,190.13585490983576
