timestamp,symbol,bid,ask
2026-01-02 14:30:00+00:00,AAPL,190.00631969625323,190.04432476069894
2026-01-02 14:30:01+00:00,AAPL,190.02159638941166,190.0976202327361
2026-01-02 14:30:02+00:00,AAPL,190.0044807177141,190.08049771340035
2026-01-02 14:30:03+00:00,AAPL,190.00453509006067,190.04253979754944
2026-01-02 14:30:04+00:00,AAPL,189.99508898575743,190.03309180383638
2026-01-02 14:30:05+00:00,AAPL,189.94630020819966,190.09831805550516
2026-01-02 14:30:06+00:00,AAPL,189.9973231290111,190.0353263939634
2026-01-02 14:30:07+00:00,AAPL,190.01244557573241,190.05045186547656
2026-01-02 14:30:08+00:00,AAPL,189.99296178215513,190.06897416934544
2026-01-02 14:30:09+00:00,AAPL,189.98696072363657,190.06297070992326
2026-01-02 14:30:10+00:00,AAPL,190.02560211621477,190.10162756215044
2026-01-02 14:30:11+00:00,AAPL,190.00924397510985,190.0852628764802
2026-01-02 14:30:12+00:00,AAPL,190.0164951450996,190.09251694751816
2026-01-02 14:30:13+00:00,AAPL,189.97697232104957,190.052978311176
2026-01-02 14:30:14+00:00,AAPL,190.03637740708794,190.07438848367704
2026-01-02 14:30:15+00:00,AAPL,190.03328760783344,190.07129806640089
2026-01-02 14:30:16+00:00,AAPL,190.03025758335517,190.0682674358571
2026-01-02 14:30:17+00:00,AAPL,189.95896136461724,189.99695695644934
2026-01-02 14:30:18+00:00,AAPL,189.93528333169985,189.97327418745175
2026-01-02 14:30:19+00:00,AAPL,189.96226720643713,190.0002634595037
2026-01-02 14:30:20+00:00,AAPL,189.91262251377415,189.98860275882865
2026-01-02 14:30:21+00:00,AAPL,189.88878735335052,189.96475806243367
2026-01-02 14:30:22+00:00,AAPL,189.87863151139345,189.9545981573272
2026-01-02 14:30:23+00:00,AAPL,189.91781469625658,189.99379701859954
2026-01-02 14:30:24+00:00,AAPL,189.93103793747724,189.96902794406537
2026-01-02 14:30:25+00:00,AAPL,189.9367384822051,189.97472962901622
2026-01-02 14:30:26+00:00,AAPL,189.9899236232574,190.06593479494106
2026-01-02 14:30:27+00:00,AAPL,189.9922054774287,190.03020771874836
2026-01-02 14:30:28+00:00,AAPL,190.0302612318227,190.0682710850544
2026-01-02 14:30:29+00:00,AAPL,189.9796934960663,190.0557005748805
