anchor_date,close_0,close_1,close_20,close_5,date_1,date_20,date_5,event_date,method,oi_diff,ret_1,ret_20,ret_5,score,session_id,symbol
2025-11-24,50.57,49.56,49.65,51.67,2025-11-25,2025-12-23,2025-12-02,2025-11-24,Z-Score,113801.0,-0.019972315602135637,-0.01819260431085623,0.021752026893415044,144.77142725927408,a8480839-30d7-4b06-9369-c6a86070d3cc,IBIT
2025-11-24,50.57,49.56,49.65,51.67,2025-11-25,2025-12-23,2025-12-02,2025-11-24,Z-Score,110779.0,-0.019972315602135637,-0.01819260431085623,0.021752026893415044,140.92492912925653,a8480839-30d7-4b06-9369-c6a86070d3cc,IBIT
2025-11-24,182.55,177.82,189.21,181.46,2025-11-25,2025-12-23,2025-12-02,2025-11-24,Z-Score,104195.0,-0.025910709394686537,0.03648315529991786,-0.005970966858394933,132.54460362031034,a8480839-30d7-4b06-9369-c6a86070d3cc,NVDA
2025-11-24,80.59,80.87,80.49,80.62,2025-11-25,2025-12-23,2025-12-02,2025-11-24,Z-Score,77422.0,0.003474376473507901,-0.001240848740538647,0.0003722546221616163,98.4670740256845,a8480839-30d7-4b06-9369-c6a86070d3cc,HYG
2025-11-24,239.9,245.13,252.08,245.17,2025-11-25,2025-12-23,2025-12-02,2025-11-24,Z-Score,59498.0,0.02180075031263029,0.05077115464776982,0.021967486452688645,75.65283428960436,a8480839-30d7-4b06-9369-c6a86070d3cc,IWM
2025-11-24,239.9,245.13,252.08,245.17,2025-11-25,2025-12-23,2025-12-02,2025-11-24,Z-Score,46679.0,0.02180075031263029,0.05077115464776982,0.021967486452688645,59.336401619619345,a8480839-30d7-4b06-9369-c6a86070d3cc,IWM
2025-11-24,11.12,11.32,11.92,11.44,2025-11-25,2025-12-23,2025-12-02,2025-11-24,Z-Score,43562.0,0.017985611510791477,0.07194244604316546,0.02877697841726623,55.36898445507116,a8480839-30d7-4b06-9369-c6a86070d3cc,VLY
2025-11-24,417.78,419.4,485.56,429.24,2025-11-25,2025-12-23,2025-12-02,2025-11-24,Z-Score,41251.0,0.0038776389487289453,0.16223849873138985,0.027430705155823798,52.42746983611996,a8480839-30d7-4b06-9369-c6a86070d3cc,TSLA
2025-11-24,0.8625,0.8571,1.01,1.29,2025-11-25,2025-12-23,2025-12-02,2025-11-24,Z-Score,40267.0,-0.006260869565217431,0.17101449275362324,0.4956521739130435,51.175003204770775,a8480839-30d7-4b06-9369-c6a86070d3cc,BYND
2025-11-24,33.32,32.48,30.76,32.92,2025-11-25,2025-12-23,2025-12-02,2025-11-24,Z-Score,34902.0,-0.025210084033613578,-0.07683073229291715,-0.012004801920768249,44.34625983364435,a8480839-30d7-4b06-9369-c6a86070d3cc,SMCI
2025-11-24,50.57,49.56,49.65,51.67,2025-11-25,2025-12-23,2025-12-02,2025-11-24,IQR,113801.0,-0.019972315602135637,-0.01819260431085623,0.021752026893415044,6691.735294117647,a8480839-30d7-4b06-9369-c6a86070d3cc,IBIT
2025-11-24,50.57,49.56,49.65,51.67,2025-11-25,2025-12-23,2025-12-02,2025-11-24,IQR,110779.0,-0.019972315602135637,-0.01819260431085623,0.021752026893415044,6513.970588235294,a8480839-30d7-4b06-9369-c6a86070d3cc,IBIT
2025-11-24,182.55,177.82,189.21,181.46,2025-11-25,2025-12-23,2025-12-02,2025-11-24,IQR,104195.0,-0.025910709394686537,0.03648315529991786,-0.005970966858394933,6126.676470588235,a8480839-30d7-4b06-9369-c6a86070d3cc,NVDA
2025-11-24,80.59,80.87,80.49,80.62,2025-11-25,2025-12-23,2025-12-02,2025-11-24,IQR,77422.0,0.003474376473507901,-0.001240848740538647,0.0003722546221616163,4551.794117647059,a8480839-30d7-4b06-9369-c6a86070d3cc,HYG
2025-11-24,239.9,245.13,252.08,245.17,2025-11-25,2025-12-23,2025-12-02,2025-11-24,IQR,59498.0,0.02180075031263029,0.05077115464776982,0.021967486452688645,3497.4411764705883,a8480839-30d7-4b06-9369-c6a86070d3cc,IWM
2025-11-24,239.9,245.13,252.08,245.17,2025-11-25,2025-12-23,2025-12-02,2025-11-24,IQR,46679.0,0.02180075031263029,0.05077115464776982,0.021967486452688645,2743.3823529411766,a8480839-30d7-4b06-9369-c6a86070d3cc,IWM
2025-11-24,11.12,11.32,11.92,11.44,2025-11-25,2025-12-23,2025-12-02,2025-11-24,IQR,43562.0,0.017985611510791477,0.07194244604316546,0.02877697841726623,2560.029411764706,a8480839-30d7-4b06-9369-c6a86070d3cc,VLY
2025-11-24,417.78,419.4,485.56,429.24,2025-11-25,2025-12-23,2025-12-02,2025-11-24,IQR,41251.0,0.0038776389487289453,0.16223849873138985,0.027430705155823798,2424.0882352941176,a8480839-30d7-4b06-9369-c6a86070d3cc,TSLA
2025-11-24,0.8625,0.8571,1.01,1.29,2025-11-25,2025-12-23,2025-12-02,2025-11-24,IQR,40267.0,-0.006260869565217431,0.17101449275362324,0.4956521739130435,2366.205882352941,a8480839-30d7-4b06-9369-c6a86070d3cc,BYND
2025-11-24,33.32,32.48,30.76,32.92,2025-11-25,2025-12-23,2025-12-02,2025-11-24,IQR,34902.0,-0.025210084033613578,-0.07683073229291715,-0.012004801920768249,2050.6176470588234,a8480839-30d7-4b06-9369-c6a86070d3cc,SMCI
2025-11-24,14.15,13.43,13.44,13.82,2025-11-25,2025-12-23,2025-12-02,2025-11-24,Pre-Event,25022.0,-0.05088339222614846,-0.05017667844522977,-0.023321554770318054,7818.954490454423,a8480839-30d7-4b06-9369-c6a86070d3cc,EH
2025-11-24,18.12,18.32,16.69,18.1,2025-11-25,2025-12-23,2025-12-02,2025-11-24,Pre-Event,10278.0,0.011037527593819041,-0.07891832229580575,-0.001103752759381904,2247.7508235389805,a8480839-30d7-4b06-9369-c6a86070d3cc,LI
2025-11-24,62.22,68.31,77.24,78.36,2025-11-25,2025-12-23,2025-12-02,2025-11-24,Pre-Event,2630.0,0.0978784956605594,0.24140147862423644,0.2594021215043394,1772.289493767489,a8480839-30d7-4b06-9369-c6a86070d3cc,URBN
2025-11-24,6.42,6.63,4.87,7.02,2025-11-25,2025-12-23,2025-12-02,2025-11-24,Pre-Event,4230.0,0.032710280373831724,-0.24143302180685355,0.09345794392523366,1420.3070175438597,a8480839-30d7-4b06-9369-c6a86070d3cc,CODI
2025-11-24,14.86,15.18,12.83,11.73,2025-11-25,2025-12-23,2025-12-02,2025-11-24,Pre-Event,1725.0,0.021534320323014722,-0.13660834454912518,-0.21063257065948848,996.6175056107726,a8480839-30d7-4b06-9369-c6a86070d3cc,PD
2025-11-24,13.52,14.18,14.02,14.37,2025-11-25,2025-12-23,2025-12-02,2025-11-24,Pre-Event,20173.0,0.04881656804733736,0.03698224852071008,0.06286982248520712,679.8223481317962,a8480839-30d7-4b06-9369-c6a86070d3cc,AI
2025-11-24,13.52,14.18,14.02,14.37,2025-11-25,2025-12-23,2025-12-02,2025-11-24,Pre-Event,19591.0,0.04881656804733736,0.03698224852071008,0.06286982248520712,634.0365824544189,a8480839-30d7-4b06-9369-c6a86070d3cc,AI
2025-11-24,2.92,2.75,2.72,2.79,2025-11-25,2025-12-23,2025-12-02,2025-11-24,Pre-Event,512.0,-0.05821917808219179,-0.06849315068493145,-0.044520547945205435,376.6436781609195,a8480839-30d7-4b06-9369-c6a86070d3cc,BZUN
2025-11-24,4.25,4.4,4.47,4.64,2025-11-25,2025-12-23,2025-12-02,2025-11-24,Pre-Event,908.0,0.03529411764705892,0.051764705882352935,0.09176470588235297,363.75429225486454,a8480839-30d7-4b06-9369-c6a86070d3cc,NKLR
2025-11-24,15.65,16.23,14.75,16.61,2025-11-25,2025-12-23,2025-12-02,2025-11-24,Pre-Event,6587.0,0.03706070287539931,-0.057507987220447254,0.06134185303514372,314.053937262221,a8480839-30d7-4b06-9369-c6a86070d3cc,S
2025-11-25,80.87,80.95,80.64,80.69,2025-11-26,2025-12-24,2025-12-03,2025-11-25,Z-Score,78960.0,0.0009892419933226204,-0.002844070730802617,-0.0022257944849759514,122.52971879343448,1175af91-0974-423f-96dc-424264d92ff1,HYG
2025-11-25,80.87,80.95,80.64,80.69,2025-11-26,2025-12-24,2025-12-03,2025-11-25,Z-Score,66716.0,0.0009892419933226204,-0.002844070730802617,-0.0022257944849759514,103.51579269086409,1175af91-0974-423f-96dc-424264d92ff1,HYG
2025-11-25,80.87,80.95,80.64,80.69,2025-11-26,2025-12-24,2025-12-03,2025-11-25,Z-Score,62486.0,0.0009892419933226204,-0.002844070730802617,-0.0022257944849759514,96.94695020361542,1175af91-0974-423f-96dc-424264d92ff1,HYG
2025-11-25,245.13,247.3,252.71,249.63,2025-11-26,2025-12-24,2025-12-03,2025-11-25,Z-Score,60184.0,0.008852445641088558,0.030922367723248856,0.018357606168155627,93.37213332284793,1175af91-0974-423f-96dc-424264d92ff1,IWM
2025-11-25,380.08,383.12,411.93,386.88,2025-11-26,2025-12-24,2025-12-03,2025-11-25,Z-Score,56135.0,0.007998316143969841,0.08379814775836669,0.01789097032203757,87.08436896566829,1175af91-0974-423f-96dc-424264d92ff1,GLD
2025-11-25,380.08,383.12,411.93,386.88,2025-11-26,2025-12-24,2025-12-03,2025-11-25,Z-Score,54244.0,0.007998316143969841,0.08379814775836669,0.01789097032203757,84.14780131947745,1175af91-0974-423f-96dc-424264d92ff1,GLD
2025-11-25,121.37,122.85,126.3,121.83,2025-11-26,2025-12-24,2025-12-03,2025-11-25,Z-Score,50726.0,0.012194117162395823,0.04061959298014339,0.0037900634423662094,78.6846363383567,1175af91-0974-423f-96dc-424264d92ff1,XBI
2025-11-25,105.66,104.63,106.45,102.27,2025-11-26,2025-12-24,2025-12-03,2025-11-25,Z-Score,42759.0,-0.009748249100889672,0.00747681241718734,-0.03208404315729696,66.3125398617822,1175af91-0974-423f-96dc-424264d92ff1,MRK
2025-11-25,25.72,25.71,25.03,25.57,2025-11-26,2025-12-24,2025-12-03,2025-11-25,Z-Score,40933.0,-0.00038880248833583764,-0.026827371695178792,-0.005832037325038786,63.4769118755609,1175af91-0974-423f-96dc-424264d92ff1,PFE
2025-11-25,284.68,289.96,298.8,295.45,2025-11-26,2025-12-24,2025-12-03,2025-11-25,Z-Score,38941.0,0.01854714064914975,0.04959955037234787,0.0378319516650274,60.38349952695585,1175af91-0974-423f-96dc-424264d92ff1,TSM
2025-11-25,80.87,80.95,80.64,80.69,2025-11-26,2025-12-24,2025-12-03,2025-11-25,IQR,78960.0,0.0009892419933226204,-0.002844070730802617,-0.0022257944849759514,4932.4375,1175af91-0974-423f-96dc-424264d92ff1,HYG
2025-11-25,80.87,80.95,80.64,80.69,2025-11-26,2025-12-24,2025-12-03,2025-11-25,IQR,66716.0,0.0009892419933226204,-0.002844070730802617,-0.0022257944849759514,4167.1875,1175af91-0974-423f-96dc-424264d92ff1,HYG
2025-11-25,80.87,80.95,80.64,80.69,2025-11-26,2025-12-24,2025-12-03,2025-11-25,IQR,62486.0,0.0009892419933226204,-0.002844070730802617,-0.0022257944849759514,3902.8125,1175af91-0974-423f-96dc-424264d92ff1,HYG
2025-11-25,245.13,247.3,252.71,249.63,2025-11-26,2025-12-24,2025-12-03,2025-11-25,IQR,60184.0,0.008852445641088558,0.030922367723248856,0.018357606168155627,3758.9375,1175af91-0974-423f-96dc-424264d92ff1,IWM
2025-11-25,380.08,383.12,411.93,386.88,2025-11-26,2025-12-24,2025-12-03,2025-11-25,IQR,56135.0,0.007998316143969841,0.08379814775836669,0.01789097032203757,3505.875,1175af91-0974-423f-96dc-424264d92ff1,GLD
2025-11-25,380.08,383.12,411.93,386.88,2025-11-26,2025-12-24,2025-12-03,2025-11-25,IQR,54244.0,0.007998316143969841,0.08379814775836669,0.01789097032203757,3387.6875,1175af91-0974-423f-96dc-424264d92ff1,GLD
2025-11-25,121.37,122.85,126.3,121.83,2025-11-26,2025-12-24,2025-12-03,2025-11-25,IQR,50726.0,0.012194117162395823,0.04061959298014339,0.0037900634423662094,3167.8125,1175af91-0974-423f-96dc-424264d92ff1,XBI
2025-11-25,105.66,104.63,106.45,102.27,2025-11-26,2025-12-24,2025-12-03,2025-11-25,IQR,42759.0,-0.009748249100889672,0.00747681241718734,-0.03208404315729696,2669.875,1175af91-0974-423f-96dc-424264d92ff1,MRK
2025-11-25,25.72,25.71,25.03,25.57,2025-11-26,2025-12-24,2025-12-03,2025-11-25,IQR,40933.0,-0.00038880248833583764,-0.026827371695178792,-0.005832037325038786,2555.75,1175af91-0974-423f-96dc-424264d92ff1,PFE
2025-11-25,284.68,289.96,298.8,295.45,2025-11-26,2025-12-24,2025-12-03,2025-11-25,IQR,38941.0,0.01854714064914975,0.04959955037234787,0.0378319516650274,2431.25,1175af91-0974-423f-96dc-424264d92ff1,TSM
2025-11-25,14.53,14.72,14.55,14.76,2025-11-26,2025-12-24,2025-12-03,2025-11-25,Pre-Event,16916.0,0.013076393668272734,0.0013764624913972234,0.015829318651066737,14689.39670932358,1175af91-0974-423f-96dc-424264d92ff1,JBS
2025-11-25,13.43,13.63,13.41,13.71,2025-11-26,2025-12-24,2025-12-03,2025-11-25,Pre-Event,16311.0,0.014892032762472196,-0.0014892032762471308,0.02084884586746094,11474.601751959428,1175af91-0974-423f-96dc-424264d92ff1,EH
2025-11-25,9.62,9.87,9.6,10.13,2025-11-26,2025-12-24,2025-12-03,2025-11-25,Pre-Event,7002.0,0.02598752598752596,-0.0020790020790020236,0.053014553014553156,6279.201331967212,1175af91-0974-423f-96dc-424264d92ff1,EC
2025-11-25,13.43,13.63,13.41,13.71,2025-11-26,2025-12-24,2025-12-03,2025-11-25,Pre-Event,7248.0,0.014892032762472196,-0.0014892032762471308,0.02084884586746094,1761.4856615952044,1175af91-0974-423f-96dc-424264d92ff1,EH
2025-11-25,6.63,6.91,4.95,7.3,2025-11-26,2025-12-24,2025-12-03,2025-11-25,Pre-Event,2209.0,0.042232277526395245,-0.25339366515837103,0.10105580693815996,1233.326286993285,1175af91-0974-423f-96dc-424264d92ff1,CODI
2025-11-25,12.42,12.47,13.71,14.43,2025-11-26,2025-12-24,2025-12-03,2025-11-25,Pre-Event,9173.0,0.004025764895330131,0.10386473429951693,0.16183574879227058,1134.0152156334232,1175af91-0974-423f-96dc-424264d92ff1,ASAN
2025-11-25,18.32,18.43,16.78,17.44,2025-11-26,2025-12-24,2025-12-03,2025-11-25,Pre-Event,2431.0,0.006004366812226936,-0.08406113537117899,-0.048034934497816484,748.8793103448274,1175af91-0974-423f-96dc-424264d92ff1,LI
2025-11-25,10.54,10.32,11.03,11.46,2025-11-26,2025-12-24,2025-12-03,2025-11-25,Pre-Event,1420.0,-0.020872865275142205,0.04648956356736256,0.0872865275142316,395.5516569200779,1175af91-0974-423f-96dc-424264d92ff1,STLA
2025-11-25,2.09,2.16,2.72,2.49,2025-11-26,2025-12-24,2025-12-03,2025-11-25,Pre-Event,507.0,0.03349282296650724,0.3014354066985647,0.19138755980861255,280.3987138263666,1175af91-0974-423f-96dc-424264d92ff1,PLG
2025-11-25,46.89,46.23,49.61,47.57,2025-11-26,2025-12-24,2025-12-03,2025-11-25,Pre-Event,363.0,-0.014075495841330832,0.0580081040733631,0.01450202601834083,163.17548076923075,1175af91-0974-423f-96dc-424264d92ff1,SOLS
2025-11-26,247.3,248.75,251.42,251.82,2025-11-28,2025-12-26,2025-12-04,2025-11-26,Z-Score,73613.0,0.005863323898099404,0.016659927213910075,0.01827739587545474,91.18098337605173,b86cad11-7393-451d-a0bd-20b401d7b5dd,IWM
2025-11-26,80.95,80.99,80.6,80.75,2025-11-28,2025-12-26,2025-12-04,2025-11-26,Z-Score,65582.0,0.0004941321803582088,-0.004323656578134716,-0.002470660901791266,81.22745166030394,b86cad11-7393-451d-a0bd-20b401d7b5dd,HYG
